"Grand Island Public Schools","NE","Grand Island","2020 (by)","August","Yes","Grades 2-12","Chromebook","upper bound; Aug 2020 news confirms take-home Chromebook policy for 2020-21 SY; all students gr2-12 assigned Chromebook; Fortinet case study references long-running program but no pre-2020 dated source found","https://www.gips.org/gates/news-and-events/news/2020/08/03/chromebooks/","https://www.fortinet.com/customers/grand-island-public-schools","926","739","1","0","3100016"
"Taylor School District","MI","Taylor","","","Yes (likely)","K-12","Chromebook","District provides Chromebook to each student with optional annual protection plan; no launch year found in web search; district website confirms current 1:1 program but no historical rollout date","https://taylorschools.net/188844_3","","927","739","1","0","2633540"
"Worthington City","OH","Worthington","2014","August","Yes (phased)","All grades (BYOD-integrated); full 1:1 target 2017","Chromebook","Aug 2014: 2,800 Chromebooks purchased; BYOD plan presented to board Aug 25 2014; plan called for all students 1:1 by 2017 via combination of BYOD and district-supplied devices; Kajeet hotspot pilot preceded rollout","https://www.thisweeknews.com/content/stories/worthington/news/2014/09/02/bring-your-own-device-plan-calls-for-all-students-on-devices-within-three-years.html","https://wcsdistrict.wordpress.com/2014/08/","928","738","1","0","3904513"
"Autauga County","AL","Prattville","2020","Summer","Yes","K-12","Laptop","Summer 2020: 4,200 laptops initially ordered; board approved additional 5,000 Chromebooks; Superintendent said 'every student will be issued a Chromebook'; COVID-era full 1:1 for both traditional and virtual students","https://mynbc15.com/news/local/students-in-autauga-county-alabama-to-get-laptops-as-school-year-looms","https://www.wvua23.com/news/alabama/many-students-across-alabama-getting-laptops-as-school-year-looms/article_e002d7ec-139e-5dd5-8e1e-ee6d9621a52f.html","929","738","1","0","0100240"
"Northwest Local","OH","Cincinnati","","","Yes (likely)","K-12","Chromebook","District uses Google/Chromebook infrastructure; technology integration confirmed; no specific 1:1 launch date found in web search","https://www.nwlsd.org/Technology.aspx","","930","736","1","0","3904736"
"Huntington Beach City Elementary","CA","Huntington Beach","","","Yes (likely)","K-8","Chromebook","District has technology services and parent technology resources pages; Canvas LMS; no specific 1:1 launch year found in web search; TK-8 district (no high school)","https://www.hbcsd.k12.ca.us/11629_3","","931","736","1","0","0618030"
"Cullman County","AL","Cullman","","","Yes","PreK-12","Chromebook","CCPS 1:1 initiative: every PreK-12 student issued Dell Chromebook with power adapter; three-year refresh cycle at $335K; no specific launch year found in web search","https://sites.google.com/ccpsweb.org/ccpsconnect/home","","932","736","1","0","0101020"
"Lenoir County Public Schools","NC","Kinston","2014","","Yes","K-12","iPad","iLCPS (Individualized Learning Creates Personal Success) initiative began 2014; all 8,300+ K-12 students provided iPads as primary tool; blended learning environment; 12 schools recognized as Apple Distinguished Schools 2023-2026","https://www.lcpsnc.org/academics/ilcps","https://www.witn.com/2023/11/16/twelve-lenoir-county-schools-recognized-apple-distinguished-schools/","933","735","1","0","3702610"
"Elko County School District","NV","Elko","2023 (by)","","Yes (phased)","Secondary (take-home); Elementary (in-class)","Chromebook","Nevada 21 Grant funded Chromebooks for 2 middle schools (coaches + devices); prior grant covered teacher Chromebooks; secondary students take home; elementary use in-class; grant date Mar 30 (year appears ~2023 based on search context); earlier secondary 1:1 may predate this","https://elkodaily.com/news/local/grant-funds-bring-chromebooks-to-classrooms/article_c2500dac-b7b4-5e6e-b844-1c9e57e91d36.html","https://www.ecsdnv.net/page/digital-citizenship","934","735","1","0","3200120"
"Warwick","RI","Warwick","2014","April","Yes (phased)","Pilot: HS (Apr 2014); expanded to gr6-12 by 2017","Chromebook","April 2014: full pilot at Warwick Veterans Memorial HS; junior high grades 7-8 followed; Aug 2017 Chromebook Carnival: 1,540 Chromebooks to gr6-12; all WPS gr6-12 required to bring laptop; Superintendent Thornton initiative","https://warwickonline.com/stories/chromebook-carnival-a-success-1540-laptops-handed-out,127230","https://warwickonline.com/stories/chromebooks-lay-groundwork-for-online-testing-in-all-schools,91611","935","734","1","0","4401110"
