"DEPTFORD TOWNSHIP PUBLIC SCHOOL DISTRICT","NJ","Deptford","2020 (by)","","Yes","4-12","Chromebook","Spartan Chromebook Plan document found for 2020-21 SY; devices issued to grades 4-12 for take-home use; no earlier launch year documented","https://www.deptfordschools.org/Spartan%20Chromebook%20Plan%2020-21.pdf","https://www.inquirer.com/education/deptford-township-school-district-disable-chromebooks-night-20240221.html","2301","322","1","0","3403900"
"GRAVES COUNTY","KY","Mayfield","2020 (by)","","Yes","K-12","Chromebook","PowerOn Digital Program; Dell 3100 Chromebooks; all K-12 students 1:1; no specific launch year found in search results; upper bound from current district website","https://www.graves.kyschools.us/families/poweron-digital-program","","2302","322","1","0","2102280"
"MOUNTAIN HOME DISTRICT","ID","Mountain Home","2020 (by)","","Yes","K-12","Chromebook","MHHS chromebook page confirms take-home 1:1 program at high school; program extended district-wide; no specific launch year documented; upper bound from district website","http://mhhs.mtnhomesd.org/chromebooks.html","","2303","322","1","0","1602250"
"LAKELAND DISTRICT","ID","Rathdrum","2013","Fall","Yes (phased)","9-12","laptop","Idaho state 2012 laptop initiative: 32 districts selected; laptops to grades 9-12 starting fall 2013; Lakeland high school included; also COVID-era Chromebook checkouts in 2020","https://www.spokesman.com/stories/2012/jun/05/32-idaho-school-districts-make-student-laptop-list/","https://www.sd272.org/departments/technology/helpdesk/chromebooks","2304","322","1","0","1601800"
"ROBLA ELEMENTARY","CA","Sacramento","2020 (by)","","Yes","K-8","Chromebook","Every student provided a Chromebook and Google Workspace account; iBoss content filter; 10pm sleep mode; no specific launch year found; upper bound from district technology page","https://www.robla.k12.ca.us/apps/pages/index.jsp?uREC_ID=569168&type=d&pREC_ID=1604785","","2305","322","1","0","0633240"
"DENISON ISD","TX","Denison","2020 (by)","","Yes","Secondary (6-12)","Chromebook","Personal Device Use Policy page confirms 1:1 Chromebook for secondary students; no launch year found in search; upper bound from district website","https://www.denisonisd.net/parents-students/personal-device-use-policy","","2306","321","1","0","4816710"
"FLORENCE 03","SC","Lake City","2020 (by)","","Yes (likely)","K-12","Chromebook","Florence County School District Three; district website found; no specific 1:1 program announcement found; upper bound assumed from COVID era; 8 schools ~2908 students","https://www.florence3.k12.sc.us/","","2307","321","1","0","4502190"
"FOX CHAPEL AREA SD","PA","Pittsburgh","2020 (by)","","Yes (phased)","K-12","mixed","K-5 iPads (classroom use); 6-12 Chromebooks available; district charges $30/yr Tech Fee; no earlier launch year documented for full 1:1; upper bound from district tech page","https://www.fcasd.edu/about-us/technology","","2308","321","1","0","4210070"
"FAIR LAWN PUBLIC SCHOOLS","NJ","Fair Lawn","2021","Fall","Yes (phased)","6-12","mixed","1:1 Middle School Chromebook program launched 2021-22 SY; 1:1 High School Windows program also exists (older); middle school Chromebooks confirmed from district site","https://sites.google.com/fairlawnsds.org/middleschooltech/home","","2309","321","1","0","3404980"
"THE SCHOOL DISTRICT OF THE CHATHAMS","NJ","Chatham","2020 (by)","","Yes","K-12","Chromebook","Confirmed 1:1 Chromebook district; every student has a Chromebook for all classes; STEM lab infrastructure; no specific launch year found; upper bound from district info","https://smartdesks.com/knowledge-center/case-studies/chatham-middle-school-new-jersey-campus/","","2310","321","1","0","3400004"
"WEBB CITY R-VII","MO","Webb City","2013","Fall","Yes (phased)","9-12","Chromebook","2013-14 SY: 1200 Chromebooks sent home with HS students; 11-school K-12 district of ~4000 students; Securly case study documents 2013-14 rollout; bandwidth upgrades made in 2013","https://www.slideshare.net/slideshow/case-study-webb-city-rvii-school-district-35911178/35911178","https://www.wcr7.org/","2311","321","1","0","2931500"
"HASTINGS PUBLIC SCHOOL DISTRICT","MN","Hastings","2019","January","Yes (phased)","8-12","Chromebook","HS already 1:1 before 2019; 8th grade middle school rollout Jan 2019 (250+ Chromebooks); board proposal June 2018; phased expansion ongoing; HS program started 2016 or earlier","https://www.hastingstribune.com/news/hastings-middle-school-checks-out-laptops-to-eighth-graders/article_a3ed0e6c-14e0-11e9-9761-379a4f74a1f4.html","https://hs.hastings.k12.mn.us/chromebooks","2312","321","1","0","2713530"
"GREENFIELD-CENTRAL COM SCHOOLS","IN","Greenfield","2015","","Yes (phased)","9-12 (then K-12)","iPad","Digital Learning Initiative; Apple Laptop Kickoff Feb 2015 for teachers; students at GCHS assigned iPads; MacBook Air for all teachers; phased student device rollout","https://digitallearning.gcsc.k12.in.us/?p=1","https://gchs.gcsc.k12.in.us/?page_id=13354","2313","321","1","0","1804050"
"EMANUEL COUNTY","GA","Swainsboro","2020 (by)","","Yes","K-12","Chromebook","District confirmed 1:1 technology with complete Wi-Fi coverage; students responsible for Chromebook care; no specific launch year found; upper bound from district handbook","https://www.emanuel.k12.ga.us/parents/emanuel-county-schools-student-handbook/general-information","","2314","321","1","0","1302040"
"ROSEMEAD ELEMENTARY","CA","Rosemead","2020 (by)","","Yes","K-8","Chromebook","All students provided Chromebook and Google Workspace account; iBoss content filter; sleep mode in use; 5 schools TK-8; no specific launch year found; upper bound from district tech page","https://www.rosemead.k12.ca.us/domain/6","","2315","321","1","0","0633570"
"CARROLL CO PBLC SCHS","VA","Hillsville","2020 (by)","","Yes","K-12","Chromebook","Technology department page confirms Chromebook for every student; repair request system in place; no specific launch year found; upper bound from district tech page","https://www.ccpsd.k12.va.us/en-US/technology-department-568e397c","","2316","320","1","0","5100690"
"GREGORY-PORTLAND ISD","TX","Portland","2020 (by)","","Yes (likely)","K-12","Chromebook","Technology department page found; recent bond investments for technology; no specific 1:1 launch year documented; upper bound from district website","https://www.g-pisd.org/departments-services/technology","","2317","320","1","0","4821780"
"UNION 01","SC","Union","2020 (by)","","Yes","K-12","Chromebook","Union School District 1:1 Chromebook program confirmed; district-standard Chromebook policy; AUP and care agreement documented; no specific launch year found; upper bound","https://www.unionsd.net/student-forms/694-1-1-chromebook-agreement.html","","2318","320","1","0","4503750"
"BETHEL PARK SD","PA","Bethel Park","2014","Fall","Yes (phased)","2-12","Chromebook","Phase 1 (2014): 1500 Chromebooks for Neil Armstrong MS and all elem; Phase 2 (2015-16): grades 7-12 take-home; completed 1:1 initiative 2015-16; grades K-1 on carts","https://www.thealmanac.net/news/2014/aug/11/bethel-park-school-district-purchases-google-chromebooks-for-discount/","https://www.thealmanac.net/news/2015/oct/02/chromebooks-distributed-at-bethel-park-high-school-6/","2319","320","1","0","4203510"
"WATAUGA COUNTY SCHOOLS","NC","Boone","2017 (by)","","Yes","K-12","Chromebook","All students issued Chromebook; Lenovo N23 / 100e devices; 2017-18 Mobile Computing Device Handbook references existing program; no earlier firm date found","https://www.wataugaschools.org/departments/technology/1-1-student-computing-program","","2320","320","1","0","3704830"
"EAST CHINA SCHOOL DISTRICT","MI","East China","2020 (by)","","Yes","K-12","Chromebook","1:1 Chromebook Information PDF found; program exists; no specific launch year documented in search results; upper bound from district documents","https://www.eastchinaschools.org/page/technology","","2321","320","1","0","2612420"
