"Washington Local","OH","Toledo","2020 (by)","","Yes (likely)","K-12","Chromebook","1-to-1 department page exists; earliest dated evidence is 2020-21 Chromebook Repair Pricing blog post; exact launch year not documented in web sources","https://www.wls4kids.org/District/Department/7751-1-to-1/Blog/10686-2020-2021-Chromebook-Repair-Pricing.html","","1451","496","1","0","3904823"
"Dodge City","KS","Dodge City","2014","January","Yes","K-12","iPad","District launched 1:1 with 1,800 iPads for every student K-12 in January 2014; USD 443 one-to-one initiative; govtech article referenced oversight of program","https://www.dodgedev.org/education","https://govtech.com/education/Kansas-School-Parents-Question-Oversight-of-11-Program.html","1452","496","1","0","2005580"
"Rock Island SD 41","IL","Rock Island","2020 (by)","","Yes (likely)","K-12","Mixed (iPad/Chromebook)","Elementary classrooms have iPad and Chromebook access; district has e-learning chromebook collection/return procedures; no firm launch year found in web sources","https://www.rimsd41.org/apps/pages/index.jsp?uREC_ID=1711157&type=d&pREC_ID=1874792","","1453","496","1","0","1734410"
"Oakley Union Elementary","CA","Oakley","2020 (by)","","Yes","K-8","Chromebook","District provides each student personal device via 1:1 program; uses Google Classroom; no pre-2020 dated source found; 2020 CA distance learning program also referenced","https://www.ouesd.k12.ca.us/","","1454","496","1","0","0628080"
"Stokes County Schools","NC","Danbury","2017","January","Yes (phased)","9-12 (HS first)","Chromebook","Chromebooks distributed Jan 18-19 2017 at South Stokes HS; funded by Golden Leaf Foundation grant and Stokes County Commissioners matching funds; ~75% student take-up at launch","https://www.thestokesnews.com/news/local-news-1/8516/chromebooks-propel-stokes-county-into-the-21st-century","https://4.files.edl.io/44cd/08/02/22/142533-01d0177b-b255-43b8-b66e-0324dd22644b.pdf","1455","495","1","0","3704380"
"Granbury ISD","TX","Granbury","2020 (by)","","Yes","K-12","Chromebook","District has 1:1 device initiative; 2020 Operation Connectivity delivered 2,700 Chromebooks; no earlier firm launch year found in web sources","https://www.granburyisd.org/apps/pages/index.jsp?uREC_ID=3757391&type=d&pREC_ID=2450088","","1456","494","1","0","4821390"
"St. Michael-Albertville School Dist","MN","St. Michael","2020 (by)","","Yes (phased)","7-12","Chromebook","All students grades 7-12 assigned Chromebook; district uses ISD 885 Google suite; optional protection plan offered; no pre-2020 dated source found confirming launch year","https://www.stma.k12.mn.us/quicklinks/devices-for-learning","","1457","493","1","0","2733790"
"Grand Haven Area Public Schools","MI","Grand Haven","2015","Fall","Yes (phased)","5-12","Chromebook","Bond passed 2014 for $18.9M over 10 years; Chromebook cases distributed to grades 5-8 beginning 2016; program provides devices to grades 5-12; bond-funded 1:1 program likely launched fall 2015","https://www.ghaps.org/academics/ghaps-11-device-program/chromebook-faq/","","1458","493","1","0","2616380"
"St. John the Baptist Parish","LA","Reserve","2020 (by)","","Yes (likely)","K-12","Chromebook","Student-to-computer ratio of 1.1 (near 1:1); every classroom has interactive whiteboard; no specific launch year found in web sources; upper bound 2020","https://www.stjohn.k12.la.us/apps/pages/index.jsp?uREC_ID=535089&type=d&pREC_ID=1049704","","1459","493","1","0","2201530"
"Granite City CUSD 9","IL","Granite City","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook program; no specific launch year or 1:1 announcement found in web sources; upper bound 2020","https://www.gcsd9.net/","","1460","493","1","0","1717280"
"Fayette County Schools","WV","Fayetteville","2017","","Yes","2-12","Chromebook","District implemented 1:1 Computing in 2017; grades 2-12 each assigned Chromebook for inside and outside classroom; K-1 have shared Chromebooks (1:Web)","https://www.boe.faye.k12.wv.us/","https://www.wkyt.com/2020/08/25/fayette-co-public-schools-orders-12000-chromebooks-for-students/","1461","492","1","0","5400300"
"Saratoga Springs City School District","NY","Saratoga Springs","2019 (by)","","Yes (phased)","6-12","Chromebook","Middle school (6-8) had 1:1 prior to COVID; expanded to HS during pandemic; district IT plan confirms pre-COVID 6-8 program; exact pre-COVID launch year not documented","https://www.saratogaschools.org/departments-services/technology/information-technology-plan/","","1462","492","1","0","3625770"
"Brainerd Public School District","MN","Brainerd","2019","Fall","Yes (phased)","9-12 (HS added)","Chromebook","Grades 9-12 received Chromebooks starting week of Aug 19 2019; earlier 5-12 program reported from 2015-16 for lower grades; HS expansion confirmed Feb 2019 board presentation","https://www.brainerddispatch.com/news/brainerd-public-schools-high-school-students-to-receive-chromebooks-next-year","","1463","492","1","0","2706090"
"Moorpark Unified","CA","Moorpark","2020 (by)","","Yes (likely)","K-12","Chromebook","District technology page exists; no pre-2020 dated launch source found; upper bound 2020","https://www.mrpk.org/districtoffice/business-services/technology-services-support","","1464","492","1","0","0625690"
"Paso Robles Joint Unified","CA","Paso Robles","2016","Fall","Yes (phased)","6-12","Chromebook","First SLO County district to provide take-home devices for all 1,500 middle school (6-8) students in 2016; expanded to HS (grades 6-12; ~4,000 devices) in October 2017","https://pasoroblesdailynews.com/school-district-expand-chromebook-program-high-school-students/76015/","https://www.pasoschools.org/domain/591","1465","492","1","0","0600048"
"Houston County","AL","Dothan","2020 (by)","","Yes (likely)","K-12","Chromebook","Houston County Schools (HCBOE) separate from Dothan City Schools; HCBOE has device program (Connect Suite); no specific 1:1 launch year found in web sources; Dothan City began 1:1 with iPads in 2014-15 (different district)","https://www.hcboe.us/115271_2","","1466","492","1","0","0101770"
"York 02","SC","Rock Hill","2020 (by)","","Yes (likely)","K-12","Chromebook","Fort Mill School District (York 4) confirmed separate; York 02 is Rock Hill School District; district provides classroom access to Chrome tablets and Chromebooks; no specific 1:1 launch year found","https://www.york.k12.sc.us/departments/technology/student-technology","","1467","491","1","0","4503840"
"Centennial SD 28J","OR","Portland","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook insurance program for student devices; serves Portland/Gresham area; no specific 1:1 program launch year found in web sources","https://www.csd28j.org/80059_3","","1468","491","1","0","4102800"
"Euclid City","OH","Euclid","2020 (by)","","Yes","K-12","Mixed (iPad/Chromebook)","Every student receives free iPad or Chromebook; no specific launch year found; district technology dept page references existing program; upper bound 2020","https://www.euclidschools.org/page/technology-department","","1469","491","1","0","3904395"
"Andover","MA","Andover","2015","February","Yes (phased)","6-8 (pilot then district-wide)","Laptop","Pilot launched Feb 2015 in select 7th-8th grade classrooms (BYOD model); APS Technology Task Force researched for 2 years prior; plan to expand district-wide to all middle school then HS; Chromebooks now required for 6-12","https://www.andovertownsman.com/news/local_news/boot-up-of-school-laptop-plan-okd-scaled-back-pilot-will-target-select-7th-and/article_c9b4b1ee-d068-5bbd-b71a-8fe5de003e5e.html","https://www.aps1.net/2127/BYOD-Program---Grades-6-8","1470","491","1","0","2501950"
"Culver City Unified","CA","Culver City","2020 (by)","","Yes","K-12","Chromebook","1:1 Device Initiative provides Chromebooks for school and home use; Chromebook team set up 3,000+ devices summer 2022; COVID-era distribution 2020-21; no pre-2020 launch year confirmed","https://culvercitycrossroads.com/2022/08/01/ccusds-chromebook-team-readies-schools-for-new-year/","","1471","491","1","0","0610260"
"Texarkana ISD","TX","Texarkana","2020 (by)","","Yes (likely)","K-12","Chromebook","District has educational technology and AUP for district-provided technology resources; no specific 1:1 launch year found; upper bound 2020","https://www.txkisd.net/departments/instructional-services/instructional-technology/educational-technology-acceptable-use-practices","","1472","490","1","0","4842480"
"McDowell County Schools","NC","Marion","2018","Fall","Yes (phased)","6-12","Chromebook","Grades 6-8 provided Chromebook to take home starting 2018-2019 SY; HS also 1:1; elementary grades 3+ also 1:1 per digital learning plan","https://www.mcdowell.k12.nc.us/departments/technology/digital-learning-plan","https://www.mcdowell.k12.nc.us/mhs/students/educational-support","1473","490","1","0","3702940"
"Middletown City School District","NY","Middletown","2020 (by)","","Yes (likely)","K-12","Chromebook","Enlarged City School District of Middletown; no specific 1:1 launch year found; upper bound 2020","https://www.middletowncityschools.org/","","1474","490","1","0","3619320"
"Caldwell District","ID","Caldwell","2019 (by)","","Yes","K-12","Chromebook","Caldwell had 1-to-1 student to device system prior to COVID (per Apr 2020 article); secondary schools distributed hundreds of Chromebooks; upper bound pre-2020","https://www.idahopress.com/news/covid-19/idaho-business-for-education-collects-donated-computers-for-school-districts/article_28ad2d10-2278-5f62-9945-209d86fa9e25.html","","1475","490","1","0","1600510"
"White Settlement ISD","TX","White Settlement","2020 (by)","","Yes","K-12","Laptop","Grades 7-12 Dell laptops for school and home; grades 2-6 classroom Dell laptops; grades K-1 iPads; district is Dell EMC Model School; no specific launch year found","https://www.wsisd.com/departments/technology/technology-for-students","","1476","489","1","0","4845540"
"Monroe School District","WA","Monroe","2020","Spring","Yes","K-12","Chromebook","COVID-era distribution spring 2020; ~350 elementary students at Frank Wagner ES received Chromebooks; prior to full 1:1 many students lacked home computers; technology levy supported district","https://www.heraldnet.com/news/in-sudden-shift-to-digital-school-monroe-kids-get-laptops/","","1477","488","1","0","5305130"
"Northwest R-I","MO","House Springs","2020 (by)","","Yes","K-12","Chromebook","100% of Northwest students issued Chromebook; district uses Google Workspace; students take device home nightly; no specific launch year found in web sources","https://www.northwestschools.net/Page/119","","1478","488","1","0","2922890"
"Floyd County","KY","Prestonsburg","2020 (by)","","Yes","K-12","Chromebook","Floyd County Schools uses Dell 2-in-1 3100 Chromebook; 1:1 initiative provides devices for school and home; tech helpline launched Sept 2020; no specific pre-2020 launch year found","https://www.floyd.kyschools.us/apps/pages/index.jsp?uREC_ID=1793678&type=d&pREC_ID=1965654","","1479","488","1","0","2101950"
"Baldwin County","GA","Milledgeville","2011","","Yes","K-12","Mixed (MacBook then Chromebook)","District has been 1:1 since 2011 (per 2016 article); transitioned from MacBook Air to Chromebook K-12 in summer 2016; project completed before 2016-17 SY start","https://www.baldwincountyschoolsga.org/post/chromebook-distribution-schedule-and-guidelines","","1480","488","1","0","1300210"
"West Seneca Central School District","NY","West Seneca","2020","Fall","Yes","K-12","Chromebook","Announced all classes online Aug 2020; each student received Chromebook for remote learning; COVID-driven 1:1 rollout; district had existing tech infrastructure (450+ classrooms)","https://www.wgrz.com/article/news/education/west-seneca-school-district-to-start-school-year-remotely/71-89db3284-02e8-4a29-9f07-4446af0ae1a3","","1481","487","1","0","3630780"
"Oconee County","GA","Watkinsville","2019","Fall","Yes","4-12","Chromebook","All students grades 4-12 provided Chromebook to take home daily starting 2019-20 SY; per 1:1 Chromebook Initiative page on district site","https://www.oconeeschools.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=9&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=10688&PageID=1","","1482","487","1","0","1303960"
"Mount Vernon School District","WA","Mount Vernon","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook program; no specific pre-2020 launch year found in web sources; upper bound 2020","https://www.mountvernonschools.org/","","1483","486","1","0","5305400"
"San Rafael City Elementary","CA","San Rafael","2020 (by)","","Yes (likely)","K-8","Chromebook","SRCS IT Services provides Chromebook support; 2016-19 Technology Standard Roadmap noted; no specific 1:1 launch year confirmed; upper bound 2020","https://sites.google.com/srcs.org/its/tech-center","","1484","486","1","0","0635090"
"Hinds Co School Dist","MS","Raymond","2020 (by)","","Yes (phased)","6-12","Mixed (iPad/MacBook)","Grades 6-8 iPad; grades 9-12 MacBook; required $50 annual usage fee; 1:1 FAQ page exists; no specific launch year found; upper bound 2020","https://www.hinds.k12.ms.us/Page/7836","","1485","485","1","0","2801860"
"Lexington","MA","Lexington","2014","Fall","Yes","K-12","Mixed (iPad/Chromebook)","1:1 project started 2014-2015 SY; first sent devices home 2015-16; initially iPads then shifted to Chromebooks; ACLU MA public records (Nov 2014) identified district as running 1:1; middle school 6th grade Chromebook presentation noted","https://www.lexingtonma.org/technology","https://www.lexingtonma.org/diamond-middle/2020/02/09/6th-grade-chromebook-technology-presentation/","1486","485","1","0","2506840"
"Michigan City Area Schools","IN","Michigan City","2020 (by)","","Yes","K-12","Chromebook","All MCAS students K-12 issued school-owned Chromebook or tablet; take home daily or on limited basis; optional $30 insurance for 7-12; no specific launch year found","https://www.educatemc.net/departments/technology/chromebooks","","1487","485","1","0","1806570"
"Orcutt Union Elementary","CA","Orcutt","2020 (by)","","Yes","K-8","Mixed (iPad/Chromebook)","Chromebooks for grades 3-12; iPads for TK-2; selected for ease of use and portability; no specific launch year found in web sources; upper bound 2020","https://www.orcuttschools.net/34762_3","","1488","485","1","0","0628710"
"Reynoldsburg City","OH","Reynoldsburg","2020 (by)","","Yes (likely)","K-12","Chromebook","District part of Digital Promise league; 1:1 Chromebook and tablet initiatives referenced; blended learning model with cloud-based curriculum; no specific launch year confirmed","https://digitalpromise.org/district/reynoldsburg-city-schools/","https://www.commscope.com/resources/case-studies/reynoldsburg-city-schools/","1489","483","1","0","3904700"
"Johnston Comm School District","IA","Johnston","2012","Fall","Yes (phased)","9-12 first; K-12 by 2020","iPad","Johnston HS became 1:1 iPad school in 2012 (one of first large HS in Iowa); JMS grades 8-9 in 2015; Summit MS grades 6-7 in 2016; elementary completed 2020; Apple Distinguished District 2024","https://www.johnstoncsd.org/district/about/","https://grokipedia.com/page/johnston_community_school_district","1490","483","1","0","1915450"
"Clark-Pleasant Com School Corp","IN","Whiteland","2020 (by)","","Yes","6-12","Chromebook","Grades 6-12 assigned Chromebooks; PreK-5 classroom sets only; incoming 6th graders and freshman assigned at registration; no specific launch year found","https://docs.google.com/document/d/e/2PACX-1vSNXT84LsuD4gvTn0tTQ0wm0NsX9JfR5Y1q0sfI90qq8Ay2JLnd0_pBN8uatxw9cQP2As-o9Rcvc2tJ/pub","","1491","483","1","0","1801890"
"Barstow Unified","CA","Barstow","2020 (by)","","Yes (likely)","K-12","Chromebook","District website and basic program exist; CA distance learning devices distributed 2020; no specific 1:1 program launch year found in web sources","https://www.busdk12.com/","","1492","483","1","0","0604020"
"Tazewell Co Pblc Schs","VA","Tazewell","2021","January","Yes","K-12","Chromebook","TCPS prepared for 1:1 initiative; 3,700 new devices arrived at technology hub; goal to have device per student after Christmas break (early Jan 2021); COVID-era full deployment","https://res.tcpsva.org/apps/news/article/1340769","","1493","482","1","0","5103810"
"Boerne ISD","TX","Boerne","2020 (by)","","Yes","K-12","Chromebook","District provides Chromebooks to students while school is in session; 2,700 Chromebooks via Operation Connectivity 2020; no pre-2020 launch year found","https://www.boerneisd.net/departments/technology-services/digital-learning/instructional-technology","","1494","482","1","0","4810710"
"Manhattan Beach Unified","CA","Manhattan Beach","2019","Fall","Yes (phased)","6-12","Chromebook","MBMS (grades 6-8) Chromebook Program 2019-20 form found on district site; indicates program in place by 2019-20 SY; middle school initial rollout","https://www.mbusd.org/apps/form/form.MBUSD.ro0J4qj.2uA","","1495","482","1","0","0600025"
"Murray District","UT","Murray","2018","","Yes","K-12","Chromebook","Murray City SD funded one of Utah's first 1:1 programs in 2018; every student assigned laptop (largely Chromebooks); smooth COVID transition in March 2020 due to existing 1:1 infrastructure; district built own LTE network 2021","https://stem.utah.gov/murray-school-district-provides-students-cutting-edge-resources-and-on-the-job-training/","","1496","481","1","0","4900600"
"LaPorte Community School Corp","IN","LaPorte","2017","Fall","Yes (phased)","9-12 (full 1:1); K-8 partial","Chromebook","One to World Learning initiative; full 1:1 for grades 9-12 starting Fall 2017; middle schools had classroom carts from 2014; HS partial carts from 2015-16; grades 1 5 9 get new device","https://www.lpcsc.k12.in.us/en-US/one-to-world-learning-dae995d0","","1497","481","1","0","1805580"
"Danville CCSD 118","IL","Danville","2020 (by)","","Yes (likely)","K-12","Chromebook","District has 11 schools; Facebook page exists; no specific 1:1 program launch year found in web sources; upper bound 2020","https://www.danville118.org/","","1498","481","1","0","1711790"
"Muskogee","OK","Muskogee","2018","","Yes","K-12","Chromebook","Muskogee Public Schools 1:1 program with Google Chromebooks; T-Mobile EmpowerED hotspot rollout announced Dec 2018; each student gets Chromebook and hotspot; Pure Storage infrastructure case study references existing program","https://www.muskogeeps.org/vnews/display.v/ART/5c0fe4d1afd0d","https://blog.purestorage.com/perspectives/tech-and-education-for-muskogee-students/","1499","480","1","0","4020970"
"Huntsville ISD","TX","Huntsville","2020 (by)","","Yes (likely)","K-12","Chromebook","All HS students can check out Chromebook for school and home; district making strides equipping students; buses equipped with Wi-Fi; no specific firm launch year found","https://www.huntsville-isd.org/Page/835","","1500","479","1","0","4824030"
