"Mahomet-Seymour CUSD 3","IL","Mahomet","2018","Fall","Yes","Grades 6-12","Chromebook","1:1 Chromebook Program launched fall 2018-19 SY; all 6th-12th graders received school-owned Chromebooks to take home; program announced in fall 2017 with parent meetings spring 2018","https://sites.google.com/ms.k12.il.us/mscusdpersonal-devices","","3451","212","1","0","1724060"
"Montezuma-Cortez School District No. RE-1","CO","Cortez","2020","","Yes (likely)","K-12","Chromebook","COVID-era rollout; 2020 report noted all students assigned Chromebooks in case of COVID outbreak or state directive; no earlier program documentation found","https://www.the-journal.com/articles/montezuma-county-schools-pueblo-community-college-prepare-to-reopen/","","3452","212","1","0","0803090"
"Clarksville School District","AR","Clarksville","","","","","","No confirmed 1:1 rollout documentation found in web searches; district website and ADE data do not reference a specific 1:1 launch year","https://www.csdar.org/","","3453","212","1","0","0504380"
"Sweetwater County School District #2","WY","Green River","","","","","","No confirmed 1:1 rollout documentation found; district has technology department and uses Chromebooks but no specific 1:1 launch year documented","https://www.swcsd2.org/page/technology","","3454","211","1","0","5605762"
"Tomah Area School District","WI","Tomah","","","Yes (likely)","K-12","Chromebook","District uses Chromebooks as primary student device; student start page is home page for all student Chromebooks; no specific 1:1 launch year found in searches","https://www.tomah.education/technology/student-resources","","3455","211","1","0","5514910"
"Ringgold SD","PA","New Eagle","","","Yes","K-12","Chromebook","1:1 Chromebook program rolls out with each incoming kindergarten class; every student issued a district Chromebook; no specific launch year found in searches","https://www.ringgold.org/departments/technology/district-policies-on-technology","","3456","211","1","0","4220400"
"Guymon","OK","Guymon","","","Yes","K-12","Chromebook","District has 1:1 program with Chromebook or iPad per student; 2021 bond included electrical infrastructure for continued 1:1 program; no specific launch year found","https://www.guymontigers.com/page/technology","","3457","211","1","0","4013590"
"Ravenna City","OH","Ravenna","2021","August","Yes (phased)","Freshmen (initial)","Chromebook","New Chromebooks for RHS freshman class of 2025 article dated Aug 2021; phased 1:1 program starting at HS freshman level","https://www.ravennaschools.us/new-chromebooks-for-rhs-freshman/","","3458","211","1","0","3904468"
"Athens City","OH","Chauncey","2015","August","Yes","Grades 6-12 (AHS/AMS); K-12 at ARS","MacBook / iPad","PowerUP Program: 1:1 Apple device initiative began August 2015; MacBooks for 6-12 at Athens HS/MS; iPads for K-12 at Athens Rivers School; also 3,624 MacBooks + 2,295 iPads in inventory","https://www.acs-k12.org/Page/109","https://woub.org/2020/04/03/athens-city-school-district-provides-students-thousands-of-computers/","3459","211","1","0","3904352"
"Manchester Township School District","NJ","Manchester Township","2014","","Yes (phased)","Pilot: grades 3/7/9/10 (2014); district-wide phased rollout after","Chromebook","2014 pilot: 160 Chromebooks purchased + 26 grant devices for gr3/7/geometry/gr9; used for PARCC testing prep; full district 1:1 rollout followed in subsequent years","https://patch.com/new-jersey/manchester-nj/manchester-school-district-students-using-chromebooks-as-part-of-pilot-project","https://www.manchestertwp.org/departments/technology/chromebooks","3460","211","1","0","3409450"
"Lexington Public Schools","NE","Lexington","","","Yes (likely)","K-12","","District has technology department; no specific 1:1 program launch year found in searches","https://lexschools.org/district/technology/","","3461","211","1","0","3172810"
"Ludlow","MA","Ludlow","","","Yes (likely)","K-12","Chromebook","District issues Chromebooks to students including Chromebook insurance program at high school; no specific 1:1 launch year found in searches","https://lhs.ludlowps.org/23340_1","","3462","211","1","0","2507050"
"Mason County","KY","Maysville","","","Yes (likely)","K-12","Chromebook","District issues Chromebooks to students; no specific 1:1 launch year found","https://www.masoncoschools.com/","","3463","211","1","0","2103870"
"Watson Chapel School District","AR","Pine Bluff","","","","","","No confirmed 1:1 rollout documentation found in web searches","https://www.wc-web.k12.ar.us/","","3464","211","1","0","0513930"
"Whitefish Bay School District","WI","Whitefish Bay","","","Yes (likely)","K-12","Chromebook","District has Chromebook Handbook; uses Chromebooks for student learning; no specific 1:1 launch year found in searches","https://www.wfbschools.com/district/technology.cfm","","3465","210","1","0","5516620"
"Chester County","TN","Henderson","","","","","","No confirmed 1:1 rollout documentation found; 2020 news noted students could obtain Chromebook but district warned devices may be inadequate for distance learning","https://tennesseelookout.com/2020/08/04/lack-of-internet-access-puts-distance-learning-out-of-reach-for-many-tennessee-children/","","3466","210","1","0","4700600"
"Detroit Lakes Public School Dist.","MN","Detroit Lakes","","","Yes (likely)","K-12","Chromebook","District uses Chromebooks; DLALC Chromebooks remain at school; no specific district-wide 1:1 launch year found in searches","https://www.dlschools.net/","","3467","210","1","0","2710230"
"Tecumseh Public Schools","MI","Tecumseh","2016 (by)","","Yes (phased)","Gr7-12 take-home; Gr3-6 assigned in-school; K-2 tablets","Chromebook","1:1 initiative 'has been going on for probably 10 years' per 2026 news; board approved 300 new Chromebooks Apr 2026; 7-12 take home daily; 3-6 assigned in-school; K-2 tablets at school","https://nationaltoday.com/us/mi/tecumseh/news/2026/04/15/tecumseh-schools-approve-chromebook-fire-alarm-purchases/","","3468","210","1","0","2633720"
"Melvindale-North Allen Park Schools","MI","Melvindale","","","Yes","Gr2-12","Chromebook","All grades 2-12 issued Chromebooks; select HS students get Windows device for specific courses; no specific launch year found","https://www.melnapschools.com/apps/pages/1to1FAQ","","3469","210","1","0","2623460"
"Spencer-Owen Community Schools","IN","Spencer","","","Yes","Gr7-12 take-home; K-6 classroom-based","Chromebook","District is 1:1 with Chromebooks K-12; grades 7-12 take home daily; K-6 classroom-based; no specific launch year found in searches","https://businessviewmagazine.com/spencer-owen-community-schools/","https://www.socs.k12.in.us/","3470","210","1","0","1810950"
"Central Union Elementary","CA","Lemoore","","","","","","Small rural K-8 district (~250 students); no 1:1 program documentation found in web searches","https://www.central.k12.ca.us/","","3471","210","1","0","0607980"
"Scottsboro City","AL","Scottsboro","","","","","","No confirmed 1:1 rollout documentation found; Jun 2021 grant of ~$200K for technology for grades 4-8 but not a full 1:1 program","https://whnt.com/news/scottsboro-city-schools-to-receive-almost-200k-for-technology-improvements/","","3472","210","1","0","0102940"
"West De Pere School District","WI","De Pere","","","Yes","Middle school (confirmed); likely district-wide","Chromebook","West De Pere Middle School is a 1:1 Chromebook school; each student issued a Chromebook; no specific launch year found","https://sites.google.com/wdpsd.com/westdeperemiddleschoollibrary/chromebooks","","3473","209","1","0","5516320"
"Lake Geneva J1 School District","WI","Lake Geneva","","","Yes","Grades 6-12 (confirmed); elementary uses devices","Chromebook","Middle school 1:1 Chromebook program; students take device home daily; Maple Park Charter and New Visions Charter also use Chromebooks/iPads; no specific launch year found","https://lakegenevamiddleschool.lakegenevaschools.com/support/it-tech-support","","3474","209","1","0","5507620"
"Colonial Heights City Pblc Schs","VA","Colonial Heights","2023 (by)","","Yes","PreK-12","Chromebook","All students PreK-12 have dedicated Chromebook; PreK/K get touchscreen; gr4-12 standard laptop; damage fee policy began 2023-24; no earlier specific launch year found","https://north.colonialhts.net/o/chcps/page/technology-resources","","3475","209","1","0","5100960"
