"Sartell-St. Stephen School District","MN","Sartell","2020 (by)","","Yes","6-12","Mixed (MacBook/iPad)","'Full Access' program: MacBook Air for HS, iPad for MS grades 6-8; K-5 also provided devices; exact launch year undated on district site; upper bound from earliest findable web evidence","https://www.sartell.k12.mn.us/fullaccess","https://www.isd748.org/departments/technology","2601","285","1","0","2732820"
"New Prague Area Schools","MN","New Prague","2020 (by)","","Yes","5-12","Chromebook","'Powerful Learning' program; 5th grade gets Chromebook through 8th, 9th grade through graduation; required device for MS and HS; exact launch year undocumented in web sources","https://www.npaschools.org/chromebook","https://www.npaschools.org/powerful-learning","2602","285","1","0","2723430"
"Mattawan Consolidated School","MI","Mattawan","2020 (by)","","Yes (likely)","K-12","Chromebook","District near Kalamazoo; 1:1 Chromebook confirmed as current practice but no dated rollout source found; upper bound","https://www.mattawanschools.org/","","2603","285","1","0","2623250"
"Franklin County","GA","Carnesville","2017","","Yes","K-12","Chromebook","800 Chromebooks purchased via foundation grant early 2017; 1:1 Universal Chromebook contract documented; phased K-12 initiative","https://content.myconnectsuite.com/api/documents/6bd0315f219c4460b37b3cdf758ec035","https://www.franklin.k12.ga.us/departments/technology","2604","285","1","0","1302250"
"Oroville City Elementary","CA","Oroville","2020 (by)","","Yes","K-8","Chromebook","District states '1:1 Chromebooks and Interactive Screens in every Classroom'; COVID-era checkout program noted 2020; no firm pre-pandemic launch date found","https://www.ocesd.org/page/chromebooks","","2605","285","1","0","0629100"
"Homewood City","AL","Homewood","2020 (by)","","Yes","5-12","Chromebook","Grades 5-12 may check out school-owned Chromebook or BYOD; 2019-2020 Technology Resource Agreement referenced; no firm start year pinpointed","https://www.homewood.k12.al.us/140101_2","https://www.homewood.k12.al.us/Page/4529","2606","285","1","0","0101760"
"Kaukauna Area School District","WI","Kaukauna","2020 (by)","","Yes","1-12","Chromebook","Each student grades 1-12 issued a Chromebook; BYOD supplement also allowed; no firm launch year documented in web sources","https://www.kaukauna.k12.wi.us/departments/information-technology/bring-your-own-device","","2607","284","1","0","5507290"
"Upshur County Schools","WV","Buckhannon","2020 (by)","","Yes (likely)","K-12","Chromebook","District uses Google Workspace; 1:1 confirmed as current model; no specific launch year or news article found","https://www.upshurschools.com/","","2608","284","1","0","5401470"
"Kaufman ISD","TX","Kaufman","2020","August","Yes (phased)","9-12 (take-home); 3-8 (in-school)","Chromebook","HS take-home 1:1 started 2020-21 SY; elem/MS had classroom carts; 11-inch Chromebook issued per student","https://www.kaufmanisd.net/kaufman-high-school-home/resources/kisd-11-chromebooks","https://www.kaufmanisd.net/resources/kisd-chromebook-policy","2609","284","1","0","4825200"
"Lincoln County","TN","Fayetteville","2020 (by)","","Yes","1-12","Chromebook","Each student grades 1-12 assigned individual Chromebook fall 2019 per Oregon school evidence; COVID referenced for full district; upper bound 2020","https://www.lcdoe.org/","","2610","284","1","0","4702490"
"Watertown School District 14-4","SD","Watertown","2003","August","Yes","9-12","Laptop","Watertown HS first SD high school and 2nd in nation to go 1:1, 2003-04 SY; 'Learning with Laptops' initiative; renewed with MacBooks 2009-12","https://private-watertown.k12.sd.us/techplan/consolidated_application.htm","https://en.wikipedia.org/wiki/Watertown_High_School_(South_Dakota)","2611","284","1","0","4676620"
"Conewago Valley SD","PA","New Oxford","2020","","Yes","9-12","iPad","'Road 2 Relevance' ten-year initiative; HS and MS students received iPads starting 2020-21 SY per community media source","https://www.conewago.k12.pa.us/district-services/technology/ipad-1-1-information","https://www.communitymedia.net/news/video/conewago-valley-school-district-road-to-relevance-program/","2612","284","1","0","4206550"
