"Artesia Public Schools","NM","Artesia","","","","","","no dated evidence of 1:1 launch found; district has technology dept and network infrastructure for device use","https://www.bulldogs.org/Operations_and_Technology","","2701","275","1","0","3500120"
"Teaneck Public School","NJ","Teaneck","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; COVID-era device distribution documented Apr 2020; district tech page references Chromebook and Hotspot program but no earlier firm date found","https://www.teaneckschools.org/Technology.aspx","","2702","275","1","0","3416080"
"Hastings Public Schools","NE","Hastings","2014","January","Yes (phased)","HS (2014); MS 8th grade (2019); district-wide post-COVID","Laptop (later Chromebook)","1:1 program started at HS in January 2014 with MacBook laptops; switched to Chromebooks in 2017; middle school 8th grade received Chromebooks Jan 2019; district-wide 1:1 after COVID","https://www.hastingstribune.com/news/hastings-middle-school-checks-out-laptops-to-eighth-graders/article_a3ed0e6c-14e0-11e9-9761-379a4f74a1f4.html","https://www.ksnblocal4.com/2024/03/21/hps-will-replace-one-third-chromebooks/","2703","275","1","0","3171580"
"Clarksdale Municipal School Dist","MS","Clarksdale","2020 (by)","","Yes (likely)","K-12","Mixed","upper bound; Oct 2020 article notes district planned to use federal grant for 1:1 device rollout; Mississippi Connects statewide 1:1 program also applies","https://hechingerreport.org/mississippi-schools-access-technology-lacking-uneven/","","2704","275","1","0","2801050"
"Lowell Area Schools","MI","Lowell","2020 (by)","","Yes","K-12","Chromebook","upper bound; district has established Chromebook program with take-home policy and replacement costs documented; no pre-2020 launch date found","https://www.lowellschools.com/our-district/departments/library--media-services/","","2705","275","1","0","2622050"
"Melrose","MA","Melrose","2019","June","Yes (phased)","6-12 (pilot); expanding to all grades","Chromebook","June 2019 pilot launched for grades 6 and 9; goal district-wide 1:1 for grades 6-12; expanded to grades 3-5 with classroom carts by 2022-23","https://www.melroseschools.com/district-home/11-chromebook-initiative/pages/about","https://www.melroseschools.com/district-home/11-chromebook-initiative/pages/letter-families","2706","275","1","0","2507620"
"Clinton Comm School District","IA","Clinton","2020 (by)","","Yes","K-12","Chromebook","upper bound; district has 1:1 initiative ensuring each student has an electronic device; Iowa's largest districts; no firm launch date found","https://www.clinton.k12.ia.us/","","2707","275","1","0","1907710"
"Lake Pend Oreille District","ID","Ponderay","2015 (by)","","Yes","7-12","Chromebook","upper bound from 2020 article stating students in grades 7-12 have district-issued Chromebooks as part of a 1:1 effort 'implemented five years ago' (~2015); also supports iPads","https://bonnercountydailybee.com/news/2020/apr/09/ibe-project-seeks-used-laptops-for-students-7/","","2708","275","1","0","1600002"
"Wethersfield School District","CT","Wethersfield","2020 (by)","","Yes","K-12","Chromebook","upper bound; Silas Deane Middle School confirmed as '1:1 Chromebook school'; district Chromebook Initiative page established; no firm launch year found","https://wps.wethersfield.me/district/technology-services/chromebook-initiative","","2709","275","1","0","0905070"
"Germantown School District","WI","Germantown","2020 (by)","","Yes","K-12","Chromebook","upper bound; district assigns 1:1 Chromebooks to students with tech support pages; no firm launch year found","https://www.gsdwi.org/page/tech-help","","2710","274","1","0","5505160"
"Herricks Union Free School District","NY","New Hyde Park","2020 (by)","","Yes","K-12","Chromebook","upper bound; district Chromebook Guide published; 1:1 program in place but no dated launch article found","https://www.herricks.org/students/chromebook-guide","","2711","274","1","0","3614280"
"Hopewell Valley Regional School District","NJ","Pennington","2016","Fall","Yes (phased)","5,6,9 (2016-17); expanding","Chromebook","Nov 2016 article references 'new 1-to-1 and blended learning initiatives' at the district; rollout began 2016-17 SY with grades 5, 6, and 9; expanded subsequent years","https://thejournal.com/articles/2016/11/16/oncourse-systems-partners-with-nj-school-district-to-unify-platforms.aspx","https://oncoursesystems.com/hopewell-valley-regional-school-district/","2712","274","1","0","3407530"
"Grand Rapids Public School District","MN","Grand Rapids","2020 (by)","","Yes (likely)","K-12","Mixed","upper bound; ISD 318 website references 'state of the art technology'; no dated 1:1 launch article found","https://www.isd318.org/departments/technology","","2713","274","1","0","2713170"
"Byron Center Public Schools","MI","Byron Center","2020 (by)","","Yes","K-12","Chromebook","upper bound; district has Chromebook program for students; no dated launch year found","https://www.bcpsk12.net/","","2714","274","1","0","2607560"
"West Baton Rouge Parish","LA","Port Allen","2020 (by)","","Yes","K-12","Chromebook","upper bound; WBR Chromebook Program page established with formal 1:1 policy; no firm launch year pre-2020 found","https://www.wbrschools.net/domain/125","","2715","274","1","0","2201920"
"Jacksonville SD 117","IL","Jacksonville","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district uses Chromebooks; Learning Technology Center partnership noted; no firm launch year found","https://www.jsd117.org/","","2716","274","1","0","1720280"
"Butts County","GA","Jackson","2021","Fall","Yes","3-12","Chromebook","students in grades 3-12 assigned Chromebooks at start of school year; each device kept through school level; Butts County School System 1:1 initiative; COVID references for 2020-21 remote but formal program launched 2021","https://www.bcssk12.org/departments/technology/chromebook-11-information","","2717","274","1","0","1300690"
"Holmen School District","WI","Holmen","2015","November","Yes (phased)","6-12","Chromebook","April 2015 technology referendum approved $2.62M; 8th graders received Chromebooks Nov 2015; 6th and 7th grades Dec 2015; high school Sept 2016; 850 Chromebooks purchased from Best Buy Education","https://lacrossetribune.com/courierlifenews/news/local/holmen-school-board-honors-new-staff-members/article_95348dba-8277-519c-bff6-11356c0f4fe0.html","https://www.holmen.k12.wi.us/departments/information-technology/11-program","2718","273","1","0","5506540"
"Shelton School District","WA","Shelton","2020 (by)","","Yes","K-12","Chromebook","upper bound; district supports ~4000 Chromebooks on network K-12; no firm pre-2020 launch year found","https://www.sheltonschools.org/departments/technology","","2719","273","1","0","5307900"
"Floresville ISD","TX","Floresville","2024","Fall","Yes (phased)","HS first (2024)","Chromebook","Floresville HS student newspaper reported '1-to-1 Device Initiative' implemented at FHS; Aug 2024 Chromebook deployment announced; phased rollout starting at high school","https://hs.fisd.us/o/hs/article/1700257","https://fhsfalconer.com/news/fhs-implements-1-to-1-device-initiative/6120","2720","273","1","0","4819350"
"Sapulpa","OK","Sapulpa","2016 (by)","","Yes","PreK-12","Chromebook","upper bound; SPS Chromebook Handbook PDF dated 2016-17 era found; 'SPS Innovates' program; each student PreK-12 assigned Chromebook; elementary classroom-only, secondary take-home","https://www.sapulpaps.org/students/chromebook_initiative","https://cdnsm5-ss9.sharpschool.com/UserFiles/Servers/Server_669738/File/Sapulpa/News/SPS%20Innovates/SPSStudent11ChromebookHandbook%20(1).pdf","2721","273","1","0","4026910"
"Columbus Public Schools","NE","Columbus","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district has 1:1 student device program; no firm launch year found pre-2020","https://www.columbuspublicschools.org/","","2722","273","1","0","3105340"
"Alcorn School Dist","MS","Corinth","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district technology department page exists; Mississippi Connects statewide 1:1 program launched ~2020-21; no firm earlier date found","https://www.alcornschools.org/o/alcorn-school-district/page/technology","","2723","273","1","0","2800390"
"Allen Park Public Schools","MI","Allen Park","2020 (by)","","Yes","K-12","Chromebook","upper bound; district issues Chromebooks to each student for classroom and home use; no dated launch year found pre-2020","https://www.allenparkschools.com/departments/technology","","2724","273","1","0","2602520"
"Clay County","KY","Manchester","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; Kentucky state Chromebook contract (CTL) active; Clay County Board of Education technology page references student devices; no firm launch year found","https://www.claycoboe.org/technology-6ca13377","","2725","273","1","0","2101230"
"Weld County School District No. RE-5J","CO","Milliken","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; rural district serves 3800 students in Johnstown/Milliken; no documented 1:1 launch date found","https://www.weldre5j.org/","","2726","273","1","0","0804830"
"Eureka City Schools","CA","Eureka","2020","October","Yes","K-12","Chromebook","Oct 2020: 525 Chromebooks delivered via CA Dept of Education Closing the Digital Divide initiative; COVID-era distribution; no pre-2020 1:1 launch documented","https://lostcoastoutpost.com/2020/oct/14/homework-time-let-us-celebrate-pallet-chromebooks/","","2727","273","1","0","0600052"
"Greenwood School District","AR","Greenwood","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district has student handbook from 2020-21 referencing devices; no firm earlier launch year found","https://www.greenwoodk12.com/","","2728","273","1","0","0506990"
"Brownwood ISD","TX","Brownwood","2020 (by)","","Yes (likely)","K-12","Chromebook","upper bound; district technology department exists; no dated 1:1 launch article found","https://www.brownwoodisd.org/departments/technology","","2729","272","1","0","4811700"
"Daniel Boone Area SD","PA","Birdsboro","2020 (by)","","Yes","K-12","Chromebook","upper bound; district has DB Digital Learning program; Discovery Education partnership for device-based curriculum; PaperCut Chromebook printing solution used; no firm launch year pre-2020 found","https://www.dboone.org/Page/260","https://thelearningcounsel.com/articles/industry-news/daniel-boone-area-school-districts-new-partnership-with-discovery-education-ensures-all-district-students-access-to-high-quality-instruction-from-any-device-or-location/","2730","272","1","0","4207290"
"Franklin Square Union Free School District","NY","Franklin Square","2020 (by)","","Yes (likely)","PreK-6","Chromebook","upper bound; elementary-only K-6 district; no dated 1:1 launch article found; COVID-era likely trigger","https://www.franklinsquare.k12.ny.us/","","2731","272","1","0","3611460"
"Neptune Township School District","NJ","Neptune City","2016","Fall","Yes (phased)","5,6,9 (2016-17); expanded","Chromebook","1:1 One-to-One Initiative launched 2016-17 SY; grades 5, 6, and 9 received Chromebooks in first year; rollout continued 2017-18 and 2018-19 to additional grades","https://www.neptuneschools.org/apps/pages/index.jsp?uREC_ID=358465&type=d","","2732","272","1","0","3411160"
"Danvers","MA","Danvers","2015 (by)","","Yes","MS (HRMS) initially","Chromebook","upper bound; HRMS 1:1 Chromebook Initiative page dated Aug 20 2015 at latest; Holten-Richmond Middle School (HRMS) initial rollout; expanded to K-1 by ~2022 per ARPA grant for oldest devices","https://danverspublicschools.org/hrms-11-chromebook-initiative/","https://patch.com/massachusetts/danvers/danvers-schools-awarded-240k-arpa-funding-new-chromebooks","2733","272","1","0","2503990"
"Bangor Public Schools","ME","Bangor","2002","Fall","Yes","7th grade (2002); HS added 2009+","Laptop (Apple iBook; later Chromebook)","Maine statewide MLTI program launched fall 2002; Bangor schools participated; 7th graders received Apple iBooks; high schools added from 2009; James F. Doughty School (Bangor MS) documented MLTI participation","https://www.maine.gov/doe/learning/technology/mlti/history","https://jamesdoughty.bangorschools.net/for-parents/school-laptop-program/","2734","272","1","0","2302820"
"Frankfort CCSD 157C","IL","Frankfort","2020 (by)","","Yes (likely)","K-8","Chromebook","upper bound; district technology page references instructional technology; no dated 1:1 launch found","https://www.fsd157c.org/apps/pages/index.jsp?uREC_ID=1892437&type=d&pREC_ID=2039375","","2735","272","1","0","1715700"
"Kettle Moraine School District","WI","Wales","2016 (by)","","Yes","6-12","Chromebook","upper bound; Technology Partnership Program (TPP) cost-sharing model; families+district share cost; program referenced in 2016-17 era documents; GovTech article (Apr 2021) describes established program; Chromebook for 6th-12th graders","https://www.kmsd.edu/Page/287","https://www.govtech.com/education/k-12/kettle-moraine-school-district-administrators-solve-funding-shortfall-with-innovative-technology-rollout.html","2736","271","1","0","5503510"
"Page Co Pblc Schs","VA","Luray","2017","August","Yes (phased)","6-12","Chromebook","August 2017: John Handley HS grades 9-12 received Chromebooks completing 1:1 for grades 6-12; earlier middle school rollout preceded this; district digital learning initiative","https://www.wps.k12.va.us/departments/technology/digital-learning-initiative/faqs","","2737","271","1","0","5102850"
