"Delhi Unified","CA","Delhi","2020 (by)","","Yes (likely)","3-12 take-home; K-2 cart","Chromebook","District has 1:1 for grades 3-12 (take-home Chromebook) and cart-based for K-2; no firm launch year found; COVID-era likely upper bound","https://www.delhi.k12.ca.us/o/delhi-usd/page/chromebook-help","","3501","208","1","0","0600039"
"Eufaula City","AL","Eufaula","","","","","","No confirmed 1:1 program found; BYOD/network infrastructure via Extreme Networks noted 2017; ALVA loaner program only; no district-wide 1:1 device rollout documented","https://www.prnewswire.com/news-releases/eufaula-city-schools-transforms-into-technology-hub-with-extreme-networks-300412148.html","","3502","208","1","0","0101410"
"Onalaska School District","WI","Onalaska","","","","","","No documented 1:1 device program found via web search; district website found but no 1:1 program details","https://www.onalaskaschools.com/","","3503","207","1","0","5511010"
"New Kent Co Pblc Schs","VA","New Kent","2020 (by)","","Yes","K-12","Chromebook","District issues Chromebook 10e for K-2 and Lenovo 100e for 3-12; no firm launch year; COVID-era upper bound","https://www.newkentschools.org/for-families/family-resources-for-student-technology","","3504","207","1","0","5102610"
"Silsbee ISD","TX","Silsbee","2020 (by)","","Yes","6-12","Chromebook","Grades 6-12 have 1:1 Chromebooks; K-5 not confirmed 1:1; no firm launch year found","https://www.silsbeeisd.org/departments/technology/technology-standards","","3505","207","1","0","4840230"
"Wayne Highlands SD","PA","Honesdale","2020","August","Yes","PreK-12","Mixed (iPad/Chromebook)","COVID-era 1:1 rollout Aug 2020; PreK-1 iPads, grades 2-12 Chromebooks; device pickup scheduled Aug 2020 for all-virtual start","https://triblive.com/local/valley-news-dispatch/highlands-schedules-ipad-chromebook-distributions-for-students-sign-ups-required/","https://www.goldenrams.com/domain/874","3506","207","1","0","4224970"
"Northampton County Schools","NC","Jackson","2020 (by)","","Yes","6-12","Chromebook","All grades 6-12 have 1:1 Chromebooks for take-home; K-5 cart-based; no firm launch year; upper bound from web evidence","https://www.ncpsk12.com/page/technology","","3507","207","1","0","3703420"
"Cortland City School District","NY","Cortland","2020 (by)","","Yes (likely)","K-12","Mixed","Smart Schools bond plans found; no specific 1:1 program details confirmed; COVID-era upper bound likely","https://www.nysed.gov/smart-schools/cortland-city-school-district-approved-plans","","3508","207","1","0","3608460"
"Mason Public Schools (Ingham)","MI","Mason","2020","Spring","Yes","K-12","Chromebook","COVID-era distribution: 1,500+ Chromebooks handed out spring 2020 for K-12 online learning; Dart Foundation, Mason PS Foundation and bond funded","https://www.wilx.com/content/news/Mason-Public-Schools-hand-out-1500-Chromebooks-as-students-get-lessons-online-570301441.html","","3509","207","1","0","2623070"
"Chattooga County","GA","Summerville","2020 (by)","","Yes (likely)","","Chromebook","Technology department page found; no firm 1:1 launch date; COVID-era upper bound assumed","https://www.chattooga.k12.ga.us/domain/73","","3510","207","1","0","1301080"
"Magnolia School District","AR","Magnolia","","","","","","No documented 1:1 program found via web search; district website exists but no device program details found","https://www.magnoliaschools.net/","","3511","207","1","0","0500044"
"Cedarburg School District","WI","Cedarburg","2020 (by)","","Yes","K-12","Chromebook","District has 'CSD Learning Initiative 1:1' and Chromebook program; Mequon-Thiensville handbook credits Cedarburg as source; no firm launch year","https://www.cedarburg.k12.wi.us/departments/technology-department.cfm","","3512","206","1","0","5502460"
"Selinsgrove Area SD","PA","Selinsgrove","2020 (by)","","Yes","K-12","Chromebook","District One-to-One Initiative provides Chromebook to each student; mentioned in HS student handbook; no firm launch year found","https://www.seal-pa.org/pupil-services/technology-department/","","3513","206","1","0","4221120"
"Indiana Area SD","PA","Indiana","2020 (by)","","Yes (phased)","9-12 take-home; 7-8 classroom 1:1; K-5 shared","Chromebook","Grades 9-12 take-home; JH classroom 1:1; grades 4-5 classroom sets; K-2 stations; partial 1:1; no firm year","https://www.iasd.cc/apps/pages/index.jsp?uREC_ID=1335438&type=d&pREC_ID=1530538","","3514","206","1","0","4212150"
"Goshen Local","OH","Goshen","2020 (by)","","Yes (likely)","","Chromebook","GoGuardian and Securly filtering mentioned; home access confirmed; no explicit 1:1 launch date found","https://www.goshenlocalschools.org/page/technology","","3515","206","1","0","3904634"
"Bellefontaine City","OH","Bellefontaine","2020 (by)","","Yes (likely)","","Chromebook","District uses Chromebooks with maintenance/licensing fees; no explicit 1:1 launch year found","https://www.bcs-k12.org/","","3516","206","1","0","3904358"
"Dickinson 1","ND","Dickinson","2020 (by)","","Yes","K-2 iPad; 3-5 Chromebook","Mixed (iPad/Chromebook)","District is 1:1: iPad for K-2, Chromebook for grades 3-5; no firm launch year found","https://www.dickinson.k12.nd.us/departments/technology/index","","3517","206","1","0","3800038"
"Red Wing Public School District","MN","Red Wing","2020 (by)","","Yes (likely)","","Mixed","Technology department page confirmed; no 1:1 program details or launch year found; upper bound","https://www.redwing.k12.mn.us/our-district/departments/technology/","","3518","206","1","0","2730480"
"Norton","MA","Norton","2019 (by)","","Yes","2-12 Chromebook; K-1 iPad","Mixed (Chromebook/iPad)","2019 handbook confirms 1:1 for grades 6-12; by 2019 all 6-12 graders issued Chromebook; pilot at Norton MS started 2014-15 with Chromebook carts","https://s3.amazonaws.com/scschoolfiles/3416/nps1_1chromebookhandbook-2019_v2.pdf","https://www.norton.k12.ma.us/9622_3","3519","206","1","0","2509000"
