"HARBORFIELDS CENTRAL SCHOOL DISTRICT","NY","Greenlawn","2018","","Yes (phased)","9-12 initially, K-12 now","Chromebook","Tech 2.0 initiative; HHS 1:1 Chromebooks began 2018-19 school year per board planning; iPad 1:1 also existed for seniors; now K-12 1:1 with secondary take-home","https://www.harborfieldscsd.net/76231_3","https://tbrnewsmedia.com/tag/francesco-ianni/","2901","257","1","0","3613620"
"AZTEC MUNICIPAL SCHOOLS","NM","Aztec","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound only; no dated launch source found; district has chromebook technology resource documents and a COVID-19 device page consistent with pandemic-era 1:1 deployment","https://www.aztecschools.com/page/technology","https://www.aztecschools.com/page/covid-19","2902","257","1","0","3500150"
"KEARNEY R-I","MO","Kearney","2020","August","Yes","2-12","Chromebook","Kearney School District became a 1:1 Chromebook district in grades 2-12 beginning Fall 2020","https://www.ksdr1.net/departments/technology/","https://www.ksdr1.net/back-to-school","2903","257","1","0","2916450"
"DEXTER COMMUNITY SCHOOL DISTRICT","MI","Dexter","2016","","Yes (phased)","3-12","Chromebook","Dexter is a 1:1 district; board materials reference grades 5-6 Chromebooks Presentation in 2016; earlier 3-4 Chromebook Initiative documented; some high school students receive MacBooks","https://www.dexterschools.org/departments/technology","http://dexterchromebooks.weebly.com/","2904","257","1","0","2612030"
"HARVEY SD 152","IL","Harvey","2020 (by)","","Yes (likely)","K-8","Chromebook","Upper bound; PK-8 district; district newsletter and curriculum materials reference Chromebooks, SMART Boards and digital learning platforms; no dated launch found","https://www.harvey152.org/","https://www.illinoisreportcard.com/District.aspx?districtid=07016152002","2905","257","1","0","1718450"
"DECATUR CITY","GA","Decatur","2016","","Yes (phased)","6-12","Chromebook","City Schools of Decatur adopted G Suite in 2015 and Chromebooks in 2016; 1:1 take-home device for each student in grades 6-12; elementary grades use classroom carts","https://www.csdecatur.net/page/3524","https://blog.google/outreach-initiatives/education/lowering-barriers-technology-adoption-three-tips-city-schools-decatur/","2906","257","1","0","1301680"
"BRANTLEY COUNTY","GA","Nahunta","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; 2020 BC Reopening/Virtual plan recommends Chromebooks for virtual learners; district provides Chromebooks and tech support but no dated launch source found","https://www.brantley.k12.ga.us/it-instructional-technology","https://www.brantley.k12.ga.us/reopening-virtual","2907","257","1","0","1300480"
"WINDHAM SCHOOL DISTRICT","CT","Willimantic","2020","March","Yes","K-12","Chromebook","Pre-pandemic district had ~1,900 Chromebooks for 3,300 students (cart-based); 2020-21 budget proposed ~$435K to fund 1:1 for middle/high (and possibly 5th); March 2020 mass distribution during closure marked transition to 1:1","https://www.thechronicle.com/stories/20200325CHROMEBOOK.php","https://www.windhamps.org/","2908","257","1","0","0905190"
"DALLAS COUNTY","AL","Selma","2020 (by)","","Partial","K-12","Chromebook","Upper bound; district website includes Chromebook Carts page suggesting cart-based shared deployment rather than confirmed 1:1; no dated launch source found","https://www.dallask12.org/","http://www.dallask12.org/Content2/Carts","2909","257","1","0","0101110"
"RIVERVIEW SCHOOL DISTRICT","WA","Duvall","2020 (by)","","Yes","K-12","mixed","Upper bound; grades 6-12 issued district-owned Chromebooks for school/home; grades 2-5 assigned classroom Chromebooks; K-1 assigned iPads; no specific dated launch found","https://www.rsd407.org/","https://its.rsd407.org/classlink","2910","256","1","0","5304560"
"QUEENSBURY UNION FREE SCHOOL DISTRICT","NY","Queensbury","2015","","Yes (phased)","4-12","Chromebook","Spartan TecKnow 1:1; district planned to equip every HS classroom with Chromebook carts by 2015 using a $1.8M Performance Improvement Grant received in 2012; now grades 4-12 receive Chromebook for school/home use","https://www.queensburyschool.org/o/qufsd/page/11-chromebook-information","https://www.queensburyschool.org/departments-and-services/technology/1-1-chromebook-information/chromebook-user-and-procedure-guide/","2911","256","1","0","3624030"
"RAHWAY PUBLIC SCHOOL DISTRICT","NJ","Rahway","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; no dated district launch announcement found in web sources; district has Chromebook/device support and curriculum integration","https://www.rahway.net/","https://www.rahway.net/departments/curriculum-instruction","2912","256","1","0","3413530"
"SOUTH ST. PAUL PUBLIC SCHOOL DIST.","MN","South Saint Paul","2020 (by)","","Yes","6-12","Chromebook","Upper bound; SSP Secondary has 1:1 device program standardized on Chromebooks for grades 6-12 with BYOD option; specific launch year not documented in web sources","https://www.sspps.org/","https://www.sspps.org/resources","2913","256","1","0","2733270"
"APPLING COUNTY","GA","Baxley","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district technology department supports 21st-century technology integration with Chromebooks; no dated launch source found","https://www.appling.k12.ga.us/department/technology","https://www.appling.k12.ga.us/","2914","256","1","0","1300060"
"CALAVERAS UNIFIED","CA","San Andreas","2020","","Yes","K-12","Chromebook","Pre-COVID had shared classroom carts that needed scheduling; when COVID hit, district supplied every student with their own Chromebook; transitioned to 1:1 during 2020 pandemic","https://www.niche.com/k12/d/calaveras-unified-school-district-ca/","https://edsource.org/2021/a-california-program-spent-millions-on-devices-for-distance-learning-heres-where-it-went/654590","2915","256","1","0","0606870"
"BEVERLY HILLS UNIFIED","CA","Beverly Hills","2013","","Yes (phased)","K-12","iPad","Strategic iPad pilot rolled out 2013-14 school year at K-8 schools Hawthorne, Beverly Vista and El Rodeo; Horace Mann began iPad classroom integration; BHHS launched own pilot; later transitioned to mixed device fleet","https://patch.com/california/beverlyhills/3-beverly-hills-schools-using-ipads","https://www.bhusd.org/","2916","256","1","0","0604830"
"ATHENS ISD","TX","Athens","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; Athens ISD operated a Distance Learning Tech Support page during COVID; no dated launch announcement found","https://www.athensisd.net/covid-19/c_o_v_i_d-19_resources___news/distance_learning_tech_support","https://www.athensisd.net/","2917","255","1","0","4808870"
