"Rockford SD 205","IL","Rockford","2020","April","Yes","K-12 (grades 3-12)","Chromebook","COVID-era emergency rollout; April 1-3 2020 drive-up distribution of ~5,600 Chromebooks for gr3-12; superintendent called it 'unprecedented'; federal COVID relief funds used to become a 1:1 district; no pre-2020 1:1 program documented","https://wrex.com/2020/03/31/rps-205-to-distribute-nearly-5600-chromebooks-starting-wednesday/","https://www.wifr.com/content/news/RPS-205-to-distribute-an-estimated-5600-chromebooks-beginning-wednesday-569251921.html","701","2161","1","0","1734510"
"El Monte City","CA","El Monte","2020","Spring","Yes","K-8","Chromebook","COVID-era 2020: 4,000+ Chromebooks + 1,400 Wi-Fi hotspots distributed via distance learning program; additional 2,000 Chromebooks + accessories over summer 2020 for 2020-21 SY; no pre-2020 district-wide 1:1 documented","https://cdp.emcsd.org/apps/news/article/1224576","","702","1056","1","0","0612090"
"Highlands","FL","Sebring","2020 (by)","","Yes (likely)","PreK-12","Mixed (iPad PreK-1; Chromebook 2-12)","PreK-Grade 1 iPad; Grades 2-12 Chromebook; Google Apps for Education; COVID-era distribution confirmed (sign-up required, social distancing protocols); exact launch year undocumented; upper bound 2020","https://hvs.highlands.k12.fl.us/chromebooks","https://shs.highlands.k12.fl.us/policies-and-procedures/chromebook-information","703","933","1","0","1200840"
"Upper Darby SD","PA","Upper Darby","2020 (by)","","Yes (likely)","Not specified","Chromebook","Chromebooks confirmed in use at middle schools; district-wide 1:1 status and launch year not found; upper bound from COVID-era evidence","https://www.upperdarbysd.org/departments12/technology","","704","932","1","0","4224320"
"Troup County","GA","LaGrange","2018","October","Yes (phased)","MS and HS (grades 6-12)","Chromebook","Oct 1 2018 rollout; ~6,000 Dell 5190 2-in-1 Chromebooks to MS + HS students; $2.75M funded via Education SPLOST; carrying case + charger included; Google Suite + classroom filtering; first press release dated Sep 27 2018","https://www.lagrangenews.com/2018/09/28/chromebook-initiative-places-digital-technology-into-the-hands-of-6000-students/","https://www.troup.org/userfiles/919/my files/press releases/2018-2019/09-27-18 lrrs - one-to-one chromebook rollout.docx?id=53318","705","932","1","0","1300001"
"Raleigh County Schools","WV","Beckley","2013","August","Yes","Grades 3-12 1:1; K-2 shared (1:2)","iPad","Fall 2013 SY; first WV county for 1:1 iPad initiative; gr3-12 each got iPad; K-2 shared 1 iPad per 2 students; first year replaced social studies textbooks with digital content; teachers got MacBooks; transitioned secondary to Chromebooks in 2021","http://wvmetronews.com/2014/05/26/raleigh-county-learns-in-first-year-with-ipads/","https://boe.rale.k12.wv.us/c_o_v_i_d-19_updates/i_pad_information_for_parents","706","930","1","0","5401230"
"Brandywine School District","DE","Wilmington","2021","","Yes","PreK-12","Chromebook","ESSER-funded 1:1 Chromebook rollout for all PK-12 students; ESSER I ($2.6M) + ESSER II ($11.1M) + ESSER III ($24.9M) financed technology; K-2 touchscreen Chromebooks; 3-12 standard Chromebooks; article dated March 2022 describes ongoing implementation","https://townsquaredelaware.com/brandywines-tech-triad-working-to-modernize-classrooms/","https://www.brandywineschools.org/Page/8027","707","928","1","0","1001240"
"Natomas Unified","CA","Sacramento","2020","April","Yes","Grades 1-12","Chromebook","COVID-era April 2020 full 1:1 take-home rollout; district had Chromebooks since 2014 for CAASPP testing (~2,100 devices) but not take-home 1:1; April 2020 cleaning + reconfiguring devices + new hotspots for 11K+ students; now all gr1-12 take home daily","https://www.capradio.org/articles/2020/04/02/california-schools-give-laptops-to-students-as-districts-prepare-for-distance-learning/","https://www.natomasunified.org/departments/information-technology/nusd-technology-resources/student-chromebook","708","926","1","0","0600036"
"San Benito CISD","TX","San Benito","2020 (by)","","Yes (likely)","Not specified","Chromebook","COVID-era: district web page for 'Student laptop/Chromebook distribution' under COVID-19 Updates; Chromebook languages page exists; no pre-2020 1:1 launch date documented; upper bound 2020","https://www.sbcisd.net/apps/pages/index.jsp?uREC_ID=1692769&type=d&pREC_ID=1874301","https://www.sbcisd.net/departments/technology/chromebook-languages","709","924","1","0","4838790"
"Bonneville Joint District","ID","Idaho Falls","2013","Fall","Yes (phased)","Initial: HS (gr9-12) via Idaho state program 2013; expanded to K-12 Chromebook 1:1","Mixed (state laptops initially; Chromebook district-wide)","Bonneville was among 32 Idaho districts selected for state 1:1 HS laptop program (Students Come First); HS laptops from state began fall 2013; district expanded to full K-12 1:1 Chromebook program; Voluntary Chromebook Protection Plan and RUA documents on district site","https://www.spokesman.com/stories/2012/jun/05/32-idaho-school-districts-make-student-laptop-list/","https://www.d93schools.org/340663_2","710","924","1","0","1600930"
