"Dorchester County Public Schools","MD","Cambridge","","","","","","No firm evidence of 1:1 rollout year found; COVID-era digital divide documented 2020 but no specific device distribution; no district 1:1 page found","https://www.dcps.k12.md.us/","","2151","343","1","0","2400300"
"Pulaski Co Pblc Schs","VA","Pulaski","","","","","Chromebook","Has Chromebook support/hotline; no evidence of district-wide 1:1 date found","https://www.pcva.us/page/information-technology","","2152","342","1","0","5103150"
"Petersburg City Pblc Schs","VA","Petersburg","","","","","Chromebook","Has helpdesk for chromebook/hotspot; no evidence of district-wide 1:1 launch year found","https://www.petersburg.k12.va.us/","","2153","342","1","0","5102910"
"Port Chester-Rye Union Free School District","NY","Port Chester","","","","","Chromebook","District uses Chromebooks; recipient of NY State Learning Technology Grant 2025-27; no firm 1:1 rollout year found","https://www.portchesterschools.org/technology","","2154","342","1","0","3623460"
"Pennsauken Township Board of Education","NJ","Pennsauken","","","Yes (likely)","K-12","Chromebook","District issues Chromebooks to all students with $250 fee/fine on record; GoGuardian/Gaggle monitoring; no launch year found in sources","https://www.pennsauken.net/families/information-technology","https://resources.finalsite.net/images/v1740673951/pennsaukennet/awiityy8zasadapgt8b1/PennsaukenStudentChromebookPolicy08-2024.pdf","2155","342","1","0","3412870"
"Simpson Co School Dist","MS","Mendenhall","2020","Fall","Yes","K-12","Chromebook","Fall 2020 K-12 Chromebook rollout via Mississippi Connects/EDLA; previously students paid $25 activity fee to borrow; fee waived for COVID distance learning","https://www.simpsoncounty.ms/front-page-slideshow-schools/board-outlines-requirements-chromebooks","https://www.mdek12.org/news/2020/9/2/School-Districts-Submit-Plans-to-Provide-Computer-Devices-to-All-Students_20200902","2156","342","1","0","2803990"
"Berkley School District","MI","Oak Park","","","Yes (likely)","K-12","Mixed (Chromebook/iPad)","Technology team supports Chromebooks and iPads; PreK-12 district; no firm 1:1 launch year found","https://www.berkleyschools.org/about/technology/tech-help/","","2157","342","1","0","2605010"
"Owensboro Independent","KY","Owensboro","","","","","","No specific evidence of 1:1 device program found","https://www.owensboro.kyschools.us/","","2158","342","1","0","2104590"
"New Milford School District","CT","New Milford","","","Yes (likely)","K-12","Chromebook","District has Chromebook insurance program and a 1:1 device presence; no launch year found; nearby Regional SD 16 CT launched 2015","https://www.nmpsd.org/central-office/data-and-technology/chromebook-insurance","","2159","342","1","0","0902850"
"Stanislaus Union Elementary","CA","Modesto","","","","","","No specific 1:1 rollout evidence found; K-8 district serving ~3,292 students in Modesto","https://www.stanunion.k12.ca.us/","","2160","342","1","0","0637950"
"North Monterey County Unified","CA","Castroville","","","","","","No specific 1:1 rollout date found; CCSPP participant; district serves 4,500+ K-12 students","https://www.nmcusd.org/","","2161","342","1","0","0627590"
"Muskego-Norway School District","WI","Muskego","","","Yes (likely)","K-12","Chromebook","District has dedicated Chromebook page for parents/students; no specific 1:1 launch year found in sources","https://www.muskegonorway.org/parents/parentsstudents_chromebook.cfm","","2162","341","1","0","5510170"
"Weakley County","TN","Dresden","","","","","","No specific 1:1 device program evidence found in web search","https://www.weakleyschools.com/","","2163","341","1","0","4704470"
"Asheville City Schools","NC","Asheville","2019 (by)","","Yes","K-12","Mixed (Chromebook/iPad)","District provides Chromebook or iPad to all K-12 students; tech use agreement document last modified Oct 2019; launch year not confirmed","https://www.ashevillecityschools.net/academics/district-1-to-1-student-laptop-information","https://www.ashevillecityschools.net/domain/2280","2164","341","1","0","3700270"
"Jackson R-II","MO","Jackson","","","","","","No specific 1:1 device program evidence found in web search","https://www.jacksonr2schools.com/","","2165","341","1","0","2915600"
