"ACADIA PARISH","LA","Crowley","2020","","Yes","K-12","Mixed (Chromebook + tablet)","COVID-era 2020 distribution; district received ~4,000 devices (Chromebooks for older students + touchpads for younger) plus ~500 additional Chromebooks; funded via CARES Act; ~9,500 students; ~700 Dell laptops also distributed to teachers; prior to 2020 no 1:1 evidence found","https://www.theadvocate.com/acadiana/news/education/article_da8f2a32-cf5a-11ea-86d0-f7efa059fcab.html","https://www.acadia.k12.la.us/","876","771","1","0","2200030"
"MONONGALIA COUNTY SCHOOLS","WV","Morgantown","2016","November","Yes","Gr 3-12 (Chromebooks); lower grades phased","Chromebook","District purchased ~9,000 Chromebooks for all students gr 3+; distributed November 2016 (most schools after holiday break); ~$1.8M expenditure at <$200/device; Clay-Battelle HS had used Chromebooks ~3 years prior to district-wide rollout; funded by excess levy dollars","https://www.wvpublic.org/education/2016-08-19/with-broadband-still-lacking-monongalia-county-schools-to-issue-chromebooks-to-students","https://www.dominionpost.com/2021/06/24/chromebook-camp-popular-with-mon-teachers/","877","769","1","0","5400930"
"LEE COUNTY SCHOOLS","NC","Sanford","2020 (by)","","Yes","Not specified","Chromebook","Upper bound; district Chromebook page exists with support info; NC statewide federal pandemic funding drove 1:1 expansion; no pre-2020 firm rollout year found for Lee County specifically; likely COVID-era full 1:1 deployment","https://www.leeschools.net/parent_portal/chromebook","","878","769","1","0","3702560"
"FLOYD COUNTY","GA","Rome","2018","","Yes (phased)","Gr 3-12 take-home; PreK-2 classroom sets","Chromebook","District began buying Chromebooks May 2012; by Apr 2015 had ~95 devices; by Nov 2015 ~2,000 Chromebooks; completed 1:1 ratio ~2018-19 via Governor's Office of Student Achievement grants ($466,650 in Jan 2018 + $520,175 in prior rounds); 1:1 completed for all gr3-12 with grant completion; PreK-2 remain classroom sets","http://www.northwestgeorgianews.com/rome/news/education/floyd-county-school-officials-hope-to-have-chromebooks-for-every/article_c3f434dc-d9c6-11e4-bb16-9f2be05bdcd9.html","https://weisradio.com/2015/11/01/floyd-county-schools-looking-to-acquire-chromebooks-for-students/","879","769","1","0","1302190"
"LAS VIRGENES UNIFIED","CA","Calabasas","2020 (by)","","Yes","Gr 3-11","Mixed (Chromebook + iPad)","Upper bound; Forward Learning 1:1 Technology Program covers all students gr 3-11 with personal laptop for school and home; program page confirmed on district site but no firm launch year found in web sources; 2020 upper bound based on current confirmed 1:1 program evidence","https://www.lvusd.org/about-us/forward-learning","https://sites.google.com/lvusd.org/forward-learning","880","769","1","0","0621000"
"UTICA CITY SCHOOL DISTRICT","NY","Utica","2020 (by)","","Yes (likely)","Not specified","Chromebook","Upper bound; district provides loaner Chromebooks and mobile MiFi to students lacking personal computer; UTICA TEAM (Technology Experiences And Media) program for library/ed tech; 2020 COVID-era loaner Chromebook program confirmed; district's 2018-19 IT plan indicated 2020 as target for take-home devices; no firm pre-2020 1:1 launch date found","https://www.nysed.gov/edtech/learning-technology-grant-program-overview-utica-city-school-district","https://www.uticak12.org/Page/3006","881","767","1","0","3629370"
"BRADLEY COUNTY","TN","Cleveland","2020","","Yes","K-12 (iPad K-1; Chromebook gr2-12)","Mixed (iPad + Chromebook)","Future Ready 1:1 initiative; over 6,000 new devices purchased in 2020-21 school year doubling district device total; program provides iPad for K-1 and Chromebook gr2-12; 4-year recycle program; COVID-era launch confirmed; goal of 1:1 always existed; pandemic accelerated full deployment","https://www.wdef.com/bradley-county-schools-announces-future-ready-11-program/","https://sites.google.com/bradleyschools.org/future-ready/","882","766","1","0","4700330"
"RUTHERFORD COUNTY SCHOOLS","NC","Forest City","2011","","Yes","K-12 (iPad K-8; MacBook 9-12)","Mixed (iPad + MacBook)","Going G.L.O.B.A.L. (Growing Learning Opportunities Beyond All Limits) initiative launched 2010-11; 1:1 access: iPad for K-8 students; MacBook Air for gr9-12; district recognized as Apple Distinguished Program starting 2012 and again 2013 and 2015-16; one of early NC districts for full K-12 1:1","https://www.rcsnc.org/district_information/going_g__l__o__b__a__l_","https://sites.google.com/a/rcsnc.org/rutherford-county-schools-going-global/elementary-common-core-curriculum-and-nc-essential-standards-resource-site","883","766","1","0","3704080"
"DOTHAN CITY","AL","Dothan","2014","August","Yes","K-12","Mixed (iPad then Chromebook from 2017)","1:1 initiative launched 2014-15 SY under Supt Tim Wilder; 7,000+ devices distributed; started with iPads; board voted to switch to Chromebooks for 2017-18 SY for cost savings (~half the price) and Google Apps compatibility; strong pre-existing Google Drive usage by teachers drove switch","https://dothaneagle.com/news/dothan-city-schools-chromebook-changeover-a-major-shift-in-technology/article_a4573ea8-2a9c-11e6-9103-7faa25382501.html","https://dothaneagle.com/news/education/dothan-city-schools-see-greater-application-with-chromebooks-versus-ipads/article_69128faa-fb71-11e5-b758-8fc3c043442e.html","884","766","1","0","0101230"
"PENN-HARRIS-MADISON SCH CORP","IN","Mishawaka","2014","August","Yes (phased)","2014-15: Penn HS; 2015-16: all 3 MS; ES classroom use","Chromebook","HP Chromebook 11 issued to all Penn HS students starting 2014-15 SY; all 3 middle schools followed in 2015-16; elementary students use Chromebooks in classrooms during school day; ~$80/yr student fee; K-5 iPads added; currently gr 6-12 (~6,000 students) get take-home Chromebook","https://www.phmschools.org/digital-initiative-penn-high-school","https://www.phmschools.org/parents/technology/parents-guide-to-technology/","885","761","1","0","1808760"
"WEST COVINA UNIFIED","CA","West Covina","2020","August","Yes","TK-12 (iPad TK-1; Chromebook gr2-12)","Mixed (iPad + Chromebook)","Every student TK-12 equipped by 2020-21 SY launch (Aug 17 2020); district confirmed 'every one of our students has a device' for distance learning start; iPad for TK-1; Chromebook gr2-12; COVID-era universal deployment; prior to 2020 no evidence of district-wide 1:1","https://www.wcusd.org/get-connected/news-archive/news-details/~board/district-news/post/west-covina-unified-launches-2020-21-year-with-distance-learning-robust-academic-programs","https://www.wcusd.org/departments/educational-services/educational-technology","886","761","1","0","0642000"
"SUNNYVALE","CA","Sunnyvale","2013","","Yes","All students (TK-8)","Tablet","One-to-One Technology initiative launched 2013; district provides each student with own tablet for ready access to curriculum and instructional tools; Sunnyvale SD is a K-8 district (TK-5 elementary + 6-8 middle); 2013 is confirmed launch year per district's own 1:1 technology page","https://www.sesd.org/academics/initiatives-practices/one-to-one-technology","","887","761","1","0","0638460"
"LOMPOC UNIFIED","CA","Lompoc","2016 (by)","","Partial","District-wide ratio 1.8:1; Fillmore ES and Maple HS at 1:1; Lompoc HS near 2:1","Mixed (Chromebook + tablet + laptop)","Upper bound; June 2016 article describes district 'technology revolution' with 665 Lenovo ThinkPad tablets + 600 Toshiba Chromebooks + 700 Dell laptops for teachers; two campuses at 1:1 but district-wide ratio only 1.8:1 as of 2016; not yet full district-wide 1:1; classified Partial","https://lompocrecord.com/news/local/lusd-in-the-midst-of-a-technology-revolution/article_8308aa3f-3715-5fba-9a73-e92b8500c907.html","https://www.lusd.org/information-technology","888","760","1","0","0622410"
"BEDFORD CO PBLC SCHS","VA","Bedford","2019","August","Yes (phased)","Gr 6-12 initial; expanded to gr4-12","Chromebook","May 2019 board approved accelerating 1:1 initiative; all gr6-12 students issued Chromebook for 2019-20 SY; by 2025-26 expanded to gr4-12; students submit signed forms and insurance payment before school; dedicated 1:1 Learning Initiative website maintained by district","https://wset.com/news/local/bedford-co-school-board-approves-middle-school-expansion-salary-increase-chromebooks","http://bedfordlearnon.weebly.com/","889","759","1","0","5100360"
"NOBLESVILLE SCHOOLS","IN","Noblesville","2020 (by)","","Yes","K-12","iPad","Upper bound; MillerShift Initiative provides iPad to all K-12 students; district confirmed 'an iPad for every student' K-12; 5th Grade 1:1 Initiative page suggests phased rollout starting with 5th grade; firm launch year not confirmed via web search; upper bound 2020 based on confirmed full K-12 program","https://www.noblesvilleschools.org/departments/technology/student-ipad-information","https://www.noblesvilleschools.org/domain/1735","890","759","1","0","1807650"
