"WISSAHICKON SD","PA","Ambler","2020 (by)","","Yes","6-12","laptop","District issues laptops to all grades 6-12 as part of Wiss21 Teaching and Learning Initiative; elementary grades use shared carts; no firm launch year found in web sources; 2020 upper bound from current documentation","https://www.wsdweb.org/departments/technology","","2251","329","1","0","4202400"
"ROMULUS COMMUNITY SCHOOLS","MI","Romulus","2015","","Yes","K-12","Chromebook","All students K-12 issued Chromebooks; K-5 devices stay at school, 6-12 take home; launched ~2015 per web search summary; district uses Google Apps for Education","https://www.romulusk12.org/news/continuing-learning-in-romulus","","2252","329","1","0","2630120"
"CLAY COMMUNITY SCHOOLS","IN","Brazil","2014","Fall","Yes","K-12","Chromebook","District celebrated 10th year of 1:1 Device Program in 2023-24 SY, placing launch in 2014; K-12 Chromebook program; Brazil, Indiana","https://www.clay.k12.in.us/parents_community/digital_learning_information/one_to_one","","2253","329","1","0","1800840"
"CAHOKIA CUSD 187","IL","Cahokia","2020 (by)","","Yes (likely)","K-12","Chromebook","Chromebook pickup referenced at Cahokia High School; no pre-2020 firm year found in web sources; 2020 upper bound","https://www.cusd187.org/o/chs/live-feed","","2254","329","1","0","1708040"
"NEW BERLIN SCHOOL DISTRICT","WI","New Berlin","2020 (by)","","Yes","K-12","Chromebook","District provides each student a personal learning device; Digital Learning Initiative documented on district website; no firm launch year found; 2020 upper bound from available sources","https://www.nbexcellence.org/district/digital-learning.cfm","","2255","328","1","0","5510470"
"PRESTON COUNTY SCHOOLS","WV","Kingwood","2020 (by)","","Yes (likely)","K-12","Chromebook","No specific 1:1 launch year found; COVID-era device distributions documented; 2020 upper bound","https://www.prestoncountyschools.com/","","2256","328","1","0","5401170"
"BARBERS HILL ISD","TX","Mont Belvieu","2013","Fall","Yes (phased)","HS first (2013); MS 2015-16; Elem 4-5 Chromebook carts","Chromebook","First Texas district to implement full Google solution (Chromebooks + Google Apps); HS program began 2013; expanded to MS 2015-16; elem carts for 4th-5th; EdTech Magazine Feb 2015 article confirmed","https://edtechmagazine.com/k12/article/2015/02/tcea-2015-nontraditional-11-chromebook-rollout","https://www.bhisd.net/uploaded/departments/Public_Information/BHISD_Wingtips_2015.pdf","2257","328","1","0","4809450"
"WARWICK SD","PA","Lititz","2020 (by)","","Yes","6-12","Chromebook","District in Lititz PA offers Chromebooks to any 6-12 student at no cost; BYOD option also available; no firm launch year found; 2020 upper bound from available sources","https://www.warwicksd.org/","","2258","328","1","0","4224960"
"PETERS TOWNSHIP SD","PA","McMurray","2020 (by)","","Yes","K-12","mixed","K-6 students receive Dell 3100 2-in-1 Chromebook; 7-12 receive Dell Latitude 3190 Windows 10; no firm launch year found; 2020 upper bound","https://www.ptsd.k12.pa.us/technology.aspx","","2259","328","1","0","4218960"
"LEBANON COMMUNITY SD 9","OR","Lebanon","2020 (by)","","Yes (likely)","K-12","Chromebook","Lebanon Community School District OR; no specific 1:1 launch year documented in web search; 2020 upper bound from available sources","https://www.lebanon.k12.or.us/","","2260","328","1","0","4107380"
"BOARDMAN LOCAL","OH","Boardman","2020","October","Yes","7-12","Chromebook","CARES Act funds purchased 2,000 Chromebooks for grades 7-12; distributed October 14-16 2020 to Glenwood Junior High and Boardman High School; older devices then cascaded to younger grades","https://www.boardman.k12.oh.us/1/News/22718","","2261","328","1","0","3904830"
"VICTOR CENTRAL SCHOOL DISTRICT","NY","Victor","2020 (by)","","Yes","3-12","Chromebook","District issues Chromebooks to all grades 3-12; K-2 use classroom Chromebooks; Smart Schools Bond Act funding referenced; 2018-2021 Technology Plan mentions continuation of 1:1 initiative; no firm earlier launch year found","https://www.victorschools.org/departments/technology/chromebook-information","","2262","328","1","0","3628320"
"CENTRAL POINT SD 6","OR","Central Point","2020 (by)","","Yes (likely)","K-12","Chromebook","Central Point School District 6 Oregon; Chromebooks referenced in parent app materials; no specific 1:1 launch year found; 2020 upper bound","https://www.district6.org/","","2263","327","1","0","4102940"
"HUDSON CITY","OH","Hudson","2016","","Yes (phased)","3-12 (2016); then expanded to K-2","Chromebook","1:1 Chromebook Initiative launched 2016 for grades 3-12; expanded to 2nd grade in 2017-18 SY; K-1 use classroom carts; received Digital Equality Award 2018; Smart Schools / levy funding","https://www.hudsoninnovates.com/intelligent-edge/intelligent-community/hudson-city-schools-creating-an-intelligent-community/","https://www.hudsoncsd.org/departments-programs/technology/grades-2-5-in-classroom-model/","2264","327","1","0","3905002"
"BEDFORD CENTRAL SCHOOL DISTRICT","NY","Bedford","2020 (by)","","Yes","K-12","Chromebook","Bedford CSD NY has 1:1 Chromebook Program listed under Instructional Tech Resources; no firm launch year found; 2020 upper bound","https://www.bcsdny.org/departments/technology/instructional-tech-resources/1-to-1-chromebook-program","","2265","327","1","0","3619950"
"SAGINAW TOWNSHIP COMMUNITY SCHOOLS","MI","Saginaw","2020 (by)","","Yes (likely)","K-12","Chromebook","No specific 1:1 launch year documented; district is Google Apps for Education; 2020 upper bound","https://www.stcs.org/","","2266","327","1","0","2630450"
"MCDUFFIE COUNTY","GA","Thomson","2020 (by)","","Yes (likely)","K-12","Chromebook","McDuffie County School System Thomson GA; no specific 1:1 device launch year found; 2020 upper bound from COVID-era context","https://www.mcduffie.k12.ga.us/","","2267","327","1","0","1303570"
"TAHOE-TRUCKEE UNIFIED","CA","Truckee","2016","Fall","Yes","5-12","Chromebook","Excellence in Education Foundation five-year partnership with TTUSD launched 1:1 Chromebook roll-out for grades 5-12 in 2016; all students 5-12 receive own Chromebook for school year; continued with 2020 COVID expansion","https://exined.org/our-history/","https://www.sierrasun.com/news/education/dr-rob-leri-a-rich-diverse-and-comprehensive-educational-experience-for-our-scholars/","2268","327","1","0","0638770"
"DUARTE UNIFIED","CA","Duarte","2020 (by)","","Yes","6-12","Chromebook","All students grades 6-12 issued HP Chromebook laptop for use at school and home; program well-established by May 2020 (Absolute case study); no earlier firm year found","https://www.duarteusd.org/domain/1378","https://www.businesswire.com/news/home/20200520005250/en/Duarte-Unified-School-District-Protects-Students-Fostering","2269","327","1","0","0611520"
"HOT SPRINGS SCHOOL DISTRICT","AR","Hot Springs","2020 (by)","","Yes (likely)","K-12","Chromebook","Hot Springs SD Arkansas; no specific 1:1 launch year found in web search; 2020 upper bound","https://hssd.net/","","2270","327","1","0","0507890"
"RANDOLPH COUNTY SCHOOLS","WV","Elkins","2011","","Yes (phased)","HS first (seniors 2011), expanding grade-by-grade","laptop","Multi-year initiative started ~2010-11 issuing laptops grade-by-grade from 12th down; 2015 BOE purchase of 273 laptops for 11th graders in 5th year of program; WV Press article confirmed 5-year plan","https://wvpress.org/copydesk/insight/randolph-county-high-school-juniors-to-get-laptops/","","2271","326","1","0","5401260"
"TROY CITY SCHOOL DISTRICT","NY","Troy","2020 (by)","","Yes (likely)","K-12","Chromebook","Troy City School District Rensselaer County NY; no specific 1:1 launch year found; COVID-era device distribution documented; 2020 upper bound","https://www.troycsd.org/","","2272","326","1","0","3628950"
"MILTON","MA","Milton","2022","Fall","Yes (phased)","9-10 (2022); expanded to all elem by 2023-24","Chromebook","Milton High School 1:1 for grades 9-10 launched 2022-23 SY; all elementary students assigned Chromebook by 2023-24; no evidence of earlier 1:1 program","https://www.miltonps.org/departments/technology-department","","2273","326","1","0","2507980"
"SOUTH MADISON COM SCH CORP","IN","Pendleton","2017","Fall","Yes","K-12","Chromebook","Chromebook rental included in 2017-18 student book fees; part of blended learning/1:1 initiative; Pendleton Indiana; district FAQ confirms program launched 2017-18 SY","https://www.smadison.k12.in.us/blended_learning__1_1_/f_a_q","","2274","326","1","0","1810440"
"TEHACHAPI UNIFIED","CA","Tehachapi","2020 (by)","","Yes (likely)","K-12","Chromebook","Tehachapi USD has Technology Dept with Chromebook checkout agreements; no specific 1:1 launch year found; 2020 upper bound","https://www.tehachapiusd.com/Departments/Technology/index.html","","2275","326","1","0","0638880"
"HAMILTON TOWNSHIP SCHOOL DISTRICT","NJ","Mays Landing","2020 (by)","","Yes","K-12","Chromebook","Hamilton Township SD NJ assigns Chromebooks to all K-12 students; uses GoGuardian; no firm launch year found; 2020 upper bound","https://www.htsdnj.org/community/family-learning-hub/technology","","2276","325","1","0","3406510"
"BELLEVILLE PUBLIC SCHOOLS","NJ","Belleville","2020 (by)","","Yes (likely)","K-12","Chromebook","Belleville NJ public schools; no specific 1:1 launch year found; 2020 upper bound from available sources","https://www.bellevilleschools.org/","","2277","325","1","0","3401350"
"REGIONAL SCHOOL DISTRICT 15","CT","Middlebury","2020 (by)","","Yes (likely)","K-12","Chromebook","Pomperaug Regional School District 15 CT serves Middlebury and Southbury; no specific 1:1 launch year found; 2020 upper bound","https://www.region15.org/","","2278","325","1","0","0903537"
