"Waunakee Community School District","WI","Waunakee","2018","Spring","Yes (phased)","5-12 (Intermediate pilot Spring 2018; MS/HS 2018-19)","Chromebook","Intermediate School pilot began Spring 2018; MS and HS went 1:1 in 2018-19 SY; Chromebooks at $250 each with state reimbursement of $125 for freshmen","https://www.waunakee.k12.wi.us/departments/technology/intermediateschooltechnology","https://www.hngnews.com/waunakee_tribune/news/school/district-to-supply-students-with-laptops/article_20e996d3-c5a9-5072-9d9f-9cc1518183d9.html","2651","280","1","0","5515810"
"Kiski Area SD","PA","Vandergrift","2016","Fall","Yes (phased)","HS first (2016); district-wide over time","Chromebook","Every KAHS student issued a Chromebook in 2016 per TribLive article; district has since reached full 1:1 capacity","https://archive.triblive.com/news/technology-saturates-curricula-in-alle-kiski-valley-schools/","https://sites.google.com/kiskiarea.com/kasdfamilytechnologyportal/chromebooks","2652","280","1","0","4212840"
"Mad River Local","OH","Dayton","","","Yes (likely)","","Chromebook","District has Chromebook Guidelines/Agreement form (last modified Sep 2021); confirms 1:1 program exists but launch year not documented in web sources","https://www.madriverschools.org/Page/205","","2653","280","1","0","3904870"
"Carthage Central School District","NY","Carthage","","","Yes (likely)","","Chromebook","District has dedicated 1:1 Chromebook Learning Initiative page on website; Chromebook repair portal active; launch year not documented in web sources","https://carthagecsd.org/departments_services/information_technology/1_1_chromebook_learning_initiative","","2654","280","1","0","3606630"
"Eastport-South Manor CSD","NY","Manorville","","","Yes (likely)","","Mixed (Chromebook/iPad)","Tech support page covers both Chromebooks and iPads; NYSED Digital Resources data confirms device program; year not found in web sources","https://www.esmonline.org/resources/tech_support","","2655","280","1","0","3600125"
"Matawan-Aberdeen Regional School District","NJ","Aberdeen","","","Yes (likely)","","Chromebook","Technology dept page confirms Chromebook use; 1:1 program documented but launch year not found in public web sources","https://www.marsd.org/departments/technology","","2656","280","1","0","3409750"
"West Springfield","MA","West Springfield","","","Yes (likely)","","Chromebook","WSMS Chromebook Insurance information page and Facebook page confirm active Chromebook program; launch year not documented in web sources","https://www.wsps.org/our-schools/west-springfield-middle-school/wsms-chromebook-needs-survey","","2657","280","1","0","2512510"
"RSU 23","ME","Saco","","","Yes (likely)","","Chromebook","Old Orchard Beach HS Chromebook information page confirms Responsible Use Agreement for issued Chromebooks; district-wide 1:1 status and year not confirmed in web sources","https://oobhs.rsu23.org/parents-students/chromebook-information/","","2658","280","1","0","2314784"
"New Castle Community Sch Corp","IN","New Castle","","","Yes (likely)","","Chromebook","eLearning portal and district pages confirm technology integration; 1:1 Chromebook program documented but year not found in public web sources","https://elearning.nccsc.k12.in.us/","","2659","280","1","0","1807440"
"School City of Hobart","IN","Hobart","","","Yes","1-12","Chromebook","Grades 1-12 assigned Chromebooks taken home daily; Worth Ave. Group insurance for accidental damage; launch year not documented in public web sources","https://www.hobart.k12.in.us/technology/1-1-technology","","2660","280","1","0","1804590"
"Mannheim SD 83","IL","Franklin Park","","","Yes (likely)","PK-8","Chromebook","All PreK-8 students have 1:1 technology device; Illinois Report Card confirms district; device type and year not specified in public web sources","https://www.d83.org/page/technology","","2661","280","1","0","1724330"
"Nicholas County Schools","WV","Summersville","","","Yes (likely)","","Chromebook","District website and Facebook confirm active technology program; 1:1 launch year not documented in web sources","https://boe.nich.k12.wv.us/","","2662","279","1","0","5401020"
"Calallen ISD","TX","Corpus Christi","","","Yes (likely)","","Chromebook","District Chromebook page with insurance info confirms 1:1 program; launch year not documented in public web sources","https://www.calallen.org/departments/technology/chromebooks","","2663","279","1","0","4812420"
"Dyer County","TN","Dyersburg","","","Yes (likely)","","Chromebook","District provides digital resources to students; 1:1 Chromebook status and year not confirmed in web sources","https://www.dyercs.net/o/dyer-county-schools","","2664","279","1","0","4701050"
