"RICHLAND PARISH","LA","Rayville","","","Yes (likely)","","Chromebook","District issues Chromebooks to students per district tech page (richland.k12.la.us/departments/technology/chromebooks); no dated launch article found; upper bound only","https://richland.k12.la.us/departments/technology/chromebooks","","2351","316","1","0","2201350"
"BETTENDORF COMM SCHOOL DISTRICT","IA","Bettendorf","2012","Fall","Yes (phased)","9-10 initially (HS); phased to all HS then MS","iPad","Fall 2012: 800 iPads to 9th-10th graders at BHS; each incoming freshman got iPad in subsequent years; later transitioned to Chromebooks for 6-12","https://wdmtech.wordpress.com/2013/04/16/bettendorf1to1/","https://qctimes.com/news/local/education/bettendorf-district-lays-out-technology-plans/article_52b2e0d6-8db4-11e1-997c-001a4bcf887a.html","2352","316","1","0","1904860"
"LOGANSPORT COMMUNITY SCH CORP","IN","Logansport","2020","December","Yes (likely)","K-12","Chromebook","ByteSpeed case study: Dec 9 2020 students began using Chromebooks + AppStream; COVID-era rollout; pre-existing Chromebook inventory used for remote access","https://www.govtech.com/sponsored/putting-a-computer-lab-in-students-hands","","2353","316","1","0","1806030"
"INDIAN SPRINGS SD 109","IL","Justice","","","Yes (likely)","","Chromebook","District serves PK-8 in Justice IL; district website isd109.org exists but no dated 1:1 launch article found in web search","https://www.isd109.org/","","2354","316","1","0","1707170"
"ABERDEEN SCHOOL DISTRICT 06-1","SD","Aberdeen","","","Yes (likely)","","Chromebook","Aberdeen Public School District SD; technology coordinator Joshua Jensen; district has Chromebooks but no dated 1:1 launch article found","https://www.aberdeen.k12.sd.us/page/technology","","2355","315","1","0","4602070"
"DEER CREEK","OK","Edmond","","","Yes","5-12","Chromebook","Deer Creek SD (Edmond OK) issues Chromebooks grades 5-12 per 2025-26 back-to-school info; Device Protection Plan at $35/yr; no dated launch year found","https://www.deercreekschools.org/families/back-to-school","https://www.deercreekschools.org/departments/technology","2356","315","1","0","4009570"
"WASHINGTONVILLE CENTRAL SCHOOL DISTRICT","NY","Washingtonville","2020","","Yes","PK-12 (all students)","Chromebook","District distributed 2700 new Chromebooks to all three elementary schools, middle and high school; students grades 2-11 take home; COVID-era rollout; 2020 (by) based on district news post","https://www.wcsdk12.org/district/news/post-details/~board/wcsd-news/post/washingtonville-distributes-chromebooks-to-all-students","","2357","315","1","0","3630030"
"OTTUMWA COMM SCHOOL DISTRICT","IA","Ottumwa","","","Yes (likely)","","Chromebook","District has 1:1 Chromebook program; Device Handbook confirms program; purpose is preparing students for future digital world; no dated launch year found","https://www.ottumwaschools.com/4812_4","","2358","315","1","0","1922110"
"HOPEWELL CITY PBLC SCHS","VA","Hopewell","","","Yes (likely)","","Chromebook","District has technology department; no dated 1:1 launch article found in web search; district serves ~3700 students","https://www.hopewell.k12.va.us/189409_2","","2359","314","1","0","5101980"
"SOUTHEAST DELCO SD","PA","Folcroft","","","Yes (likely)","","mixed","SE Delco is Title I district; provides laptops, tablets, LCD projectors; technology & data management dept; no dated 1:1 chromebook launch year found","https://www.sedelco.org/page/information-technology","","2360","314","1","0","4222400"
"DUDLEY-CHARLTON REG","MA","Dudley","","","Yes (likely)","","Chromebook","Dudley-Charlton Regional SD serves towns of Dudley and Charlton MA; district website dcrsd.org; no dated 1:1 program launch year found in web search","https://www.dcrsd.org/","","2361","314","1","0","2504360"
"LINCOLN COUNTY","KY","Stanford","","","Yes (likely)","","Chromebook","Lincoln County Schools KY has 1:1 Chromebook program; policy doc references pilot phase; no dated launch year confirmed; Stanford KY","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3873/LCS/3236903/Laptop_Policy_Procedures_and_Information_Handbook_2020.pdf","","2362","314","1","0","2103480"
"LAKE FOREST SCHOOL DISTRICT","DE","Felton","","","Yes (likely)","","Chromebook","Lake Forest SD DE (Felton); state notes every DE district provides iPads or Chromebooks; no dated 1:1 launch year found","https://www.lf.k12.de.us/","","2363","314","1","0","1000790"
"TOLLESON ELEMENTARY DISTRICT","AZ","Tolleson","","","Yes (likely)","","Chromebook","Tolleson ESD 17 has 1:1 device program; district tech page confirms devices for classroom engagement; no dated launch year found","https://www.tollesonschools.com/departments/technology","","2364","314","1","0","0408490"
"MERCER ISLAND SCHOOL DISTRICT","WA","Mercer Island","","","Yes (phased)","4-12 (iPad); 9-12 laptop from 2023","iPad","District was 1:1 iPads grades 4-12; evaluation began 2019; transitioned grades 9-12 to Lenovo Yoga laptops by winter 2023; MS remains iPad; no firm earlier start year found","https://www.mercerislandschools.org/programs-and-services/student-learning-services/technology-services/mihs-11-laptop-program","https://ims.mercerislandschools.org/student-life/technology/11-ipad-program","2365","313","1","0","5304980"
"TERRELL ISD","TX","Terrell","","","Yes (likely)","","Chromebook","Terrell ISD TX has technology resources page; upgraded classrooms with technology; no dated 1:1 chromebook launch year found","https://www.terrellisd.org/page/technology-resources","","2366","313","1","0","4842450"
"GRANDVIEW C-4","MO","Grandview","","","Yes (phased)","HS (MacBook Air)","laptop","Grandview C-4 HS provides 11-inch MacBook Air laptops; devices checked out at start of year, returned end of year; no dated launch year found","https://ghs.grandviewc4.net/apps/pages/index.jsp?uREC_ID=420975&type=d&pREC_ID=920163","","2367","313","1","0","2913140"
"INVER GROVE HEIGHTS SCHOOLS","MN","Inver Grove Heights","","","Yes (likely)","","Chromebook","Inver Grove Heights Schools ISD 199; device protection plans offered to families; instructional technology dept exists; no dated launch year found","https://www.isd199.org/departments/instructional-technology","","2368","313","1","0","2715030"
