"MONROE SCHOOL DISTRICT","CT","Monroe","2020 (by)","","Yes (likely)","K-12","Chromebook","COVID-era distance learning device surveys found; specific 1:1 launch year not documented in web sources.","https://www.monroeps.org/","https://themonroesun.com/technology-proposal-new-chromebooks-for-6th-graders-to-use-through-high-school/","2951","253","1","0","0902550"
"CABRILLO UNIFIED","CA","Half Moon Bay","2018","","Yes","9-12","Chromebook","Half Moon Bay High School take-home Chromebook program announced for 2018-19 school year; freshman orientation distribution in August 2018.","https://hmbhs.cabrillo.k12.ca.us/","https://www.cabrillo.k12.ca.us/our_departments/technology","2952","253","1","0","0606780"
"HENDERSON ISD","TX","Henderson","2014","","Yes (phased)","K-12","mixed","HISD Tech Notes blog (May 2014) announced Chromebook adoption; by 2016 Longview News-Journal reported district in middle of 1:1 device initiative with Chromebooks, iPads.","https://hendersonisd.wordpress.com/2014/05/12/chromebooks/","https://news-journal.com/2016/08/08/henderson-isd-convocation-to-mark-districts-125-years/","2953","252","1","0","4822970"
"BRISTOL WARREN","RI","Bristol","2020 (by)","","Yes","6-12","Chromebook","District has 1:1 Chromebook program for grades 6-12; specific launch year not documented in web sources.","https://www.bwrsd.org/","https://digitalpromise.org/district/bristol-warren-regional-school-district/","2954","252","1","0","4400065"
"CHARTIERS VALLEY SD","PA","Pittsburgh","2020 (by)","","Yes","K-12","mixed","CVSD is a one-to-one district with iPads, Chromebooks, and laptops; specific launch year not documented in web sources.","https://www.cvsd.net/departments/technology","https://www.cvsd.net/our-schools/cvca/faq","2955","252","1","0","4205700"
"HERTFORD COUNTY SCHOOLS","NC","Winton","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook program but specific 1:1 launch year not documented in web sources.","https://www.hertford.k12.nc.us/","","2956","252","1","0","3702160"
"TAOS MUNICIPAL SCHOOLS","NM","Taos","2020 (by)","","Yes","K-12","Chromebook","Every student in Taos schools has a Google Chromebook per Taos News (2024); specific launch year not documented.","https://www.taosschools.org/","https://www.taosnews.com/news/education/taos-schools-weighs-new-student-cell-phone-policy/article_81d8d3b9-7ffb-54ed-9cbc-5aedc178d70a.html","2957","252","1","0","3502520"
"NESHOBA COUNTY SCHOOL DISTRICT","MS","Philadelphia","2020 (by)","","Yes (phased)","3-12","Chromebook","District tech is 1:1 in grades 3-5 and 2:1 in grades K-2; specific launch year not documented.","https://www.neshobacentral.com/","","2958","252","1","0","2803060"
"ORCHARD VIEW SCHOOLS","MI","Muskegon","2014","","Yes","K-12","Chromebook","District provides all K-12 students with a device through funding from the 2014 Tech and Security Millage; 1:1 program enabled by that millage.","https://www.orchardview.org/","https://www.orchardview.org/about-us/district-news/","2959","252","1","0","2626760"
"GRANT PARISH","LA","Colfax","2020 (by)","","Yes","K-12","Chromebook","Grant High School checked out approximately 1,000 Chromebooks to students in mid-March (2020); specific district-wide launch year not documented earlier.","https://grantpsb.org/","https://www.granths.org/apps/news/article/1195326","2960","252","1","0","2200690"
"LANSING SD 158","IL","Lansing","2020 (by)","","Yes","PreK-8","Chromebook","District offers one-to-one computing for Pre-K through 8th grade; specific launch year not documented.","https://www.d158.net/","https://www.d158.net/page/our-district/","2961","252","1","0","1722020"
"OAK PARK UNIFIED","CA","Oak Park","2019","08","Yes","5-12","Chromebook","Oak Park Talon (Sept 2019) reported 1:1 Chromebook program implemented at OPUSD for grades 5-12.","https://oakparktalon.org/8620/news/1-to-1-chromebook-program-implemented-at-opusd/","https://oakparkusd.org/Chromebooks","2962","252","1","0","0627850"
"SAFFORD UNIFIED DISTRICT","AZ","Safford","2020 (by)","","Yes","K-12","Chromebook","SUSD offers free at-home Chromebook loaner program for all students; specific launch year not documented.","https://www.saffordusd.com/","https://www.saffordusd.com/departments/technology/technology-home","2963","252","1","0","0407240"
"FRANKLIN COUNTY","AL","Russellville","2020 (by)","","Yes","K-12","Chromebook","Franklin County School District has One to One Chromebook program; 2022-23 Chromebook contract document found, specific launch year not documented earlier.","https://www.franklin.k12.al.us/","https://content.schoolinsites.com/api/documents/16a952d1881c40f192cef1ae6ea6eea7.pdf","2964","252","1","0","0101590"
"HAMPSHIRE COUNTY SCHOOLS","WV","Romney","2020 (by)","","Yes (likely)","K-12","Chromebook","District website confirms presence but specific 1:1 program launch year not documented in web sources.","https://boe.hampshire.k12.wv.us/","","2965","251","1","0","5400420"
"ALVARADO ISD","TX","Alvarado","2020 (by)","","Yes (phased)","4-8","Chromebook","Currently 1:1 ratio at grades 4-8 (3:1 districtwide); 650 Chromebooks purchased for new junior high; specific launch year not documented.","https://www.alvaradoisd.net/departments/technology","","2966","251","1","0","4800011"
"HOLLIDAYSBURG AREA SD","PA","Hollidaysburg","2016","","Yes","9-12","Chromebook","Blue Ribbon nomination (2021) stated senior high has been 1:1 with Chromebook for five years, implying 2016 launch; Google for Education Referenced District.","https://nationalblueribbonschools.ed.gov/awardwinners/winning/21pa114pu_hollidaysburg_area_senior_high_school.html/","https://www.hasdtigers.com/departments/technology","2967","251","1","0","4211940"
"GRANTS-CIBOLA COUNTY SCHOOLS","NM","Grants","2020 (by)","","Yes","K-12","Chromebook","District provides devices to all students; specific 1:1 launch year not documented in web sources.","https://www.gccs.k12.nm.us/page/technology","https://www.cibolacitizen.com/news/challenges-and-updates-grantscibola-county-schools","2968","251","1","0","3501170"
"PRINCETON PUBLIC SCHOOL DISTRICT","MN","Princeton","2020 (by)","","Yes","3-12","Chromebook","Each 3rd-12th grade student provided district-issued Chromebook; specific launch year not documented in web sources.","https://www.isd477.org/academics/instructional-technology/technology-distance2020","https://www.isd477.org/is/families/technology","2969","251","1","0","2730030"
"OAK PARK SCHOOL DISTRICT OF THE CITY OF","MI","Oak Park","2020 (by)","","Partial","K-12","Chromebook","Oak Park Schools (MI) operates a 2-to-1 Chromebook program with loaner devices for home use; not a full 1:1 district per current sources.","https://www.oakparkschools.org/departments/technology/","","2970","251","1","0","2626190"
"CLIO AREA SCHOOL DISTRICT","MI","Clio","2020 (by)","","Yes (likely)","K-12","Chromebook","District uses Chromebooks but specific 1:1 launch year not documented in web sources.","https://www.clioschools.org/","","2971","251","1","0","2610110"
"WESTWOOD","MA","Westwood","2020 (by)","","Yes","6-12","Chromebook","All students in Grades 6-12 issued school-owned Google Chromebooks; specific launch year not documented in web sources.","https://sites.google.com/a/westwood.k12.ma.us/1-1-westwoodhs/home","https://www.westwood.k12.ma.us/","2972","251","1","0","2512810"
"FRANKLIN PARISH","LA","Winnsboro","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook program; specific 1:1 launch year not documented in web sources.","https://www.fpsb.us/","","2973","251","1","0","2200660"
"BRADFORD","FL","Starke","2020 (by)","","Yes","9-12","Chromebook","Bradford County School District is 1:1 at the high school, providing students with Chromebooks; specific launch year not documented.","https://www.bradfordschools.org/","https://www.renaissance.com/success/fl-bradford-county-school-district/","2974","251","1","0","1200120"
"WALLINGFORD-SWARTHMORE SD","PA","Wallingford","2020 (by)","","Yes","K-12","Chromebook","District had 1:1 device program in place before 2025-26 Panthers Focus Forward screen-time reduction; specific launch year not documented.","https://www.wssd.org/","https://www.inquirer.com/education/philadelphia-school-ipads-chromebooks-reducing-screen-time-20260509.html","2975","250","1","0","4224790"
"COOS BAY SD 9","OR","Coos Bay","2020 (by)","","Yes (likely)","K-12","Chromebook","District provides Chromebooks with checkout support; specific 1:1 launch year not documented in web sources.","https://www.cbd9.net/chromebook-support","","2976","250","1","0","4103660"
"WYCKOFF TOWNSHIP PUBLIC SCHOOLS","NJ","Wyckoff","2020 (by)","","Yes (likely)","K-8","Chromebook","Digital Promise lists Wyckoff Township as participating district; specific 1:1 launch year not documented.","https://www.wyckoffps.org/","https://digitalpromise.org/district/wyckoff-township-public-schools/","2977","250","1","0","3418360"
"EWING TOWNSHIP PUBLIC SCHOOLS","NJ","Ewing","2020 (by)","","Yes","K-12","Chromebook","Ewing Public Schools partners with One2One Risk Solutions for accident/loss protection on K-12 1:1 program; specific launch year not documented earlier.","https://www.ewing.k12.nj.us/district-information/information-technology/technology-acceptable-use-policies-for-students","https://www.ewing.k12.nj.us/","2978","250","1","0","3404920"
"FERNDALE PUBLIC SCHOOLS","MI","Ferndale","2020 (by)","","Yes (likely)","K-12","Chromebook","District has digital learning emphasis since 2003 (TCEC); specific 1:1 launch year not documented.","https://www.ferndaleschools.org/","https://welcome.ferndaleschools.org/tcec/","2979","250","1","0","2614280"
"NORWOOD","MA","Norwood","2018","","Yes","6-12","Chromebook","Norwood Public Schools launched 1:1 Chromebook initiative during 2018-19 school year for grades 6-12.","https://www.norwood.k12.ma.us/tech/nps-1-1-chromebook-program","https://sites.google.com/norwood.k12.ma.us/mustang-technology/nps-chromebook-information","2980","250","1","0","2509060"
"GRAFTON","MA","Grafton","2012","","Yes","9-12","iPad","Grafton High School's iPad 1:1 program was introduced in 2012, same year as the opening of the new high school building.","https://www.communityadvocate.com/education/grafton-high-school-on-the-leading-edge-of-education/article_37ebc674-cef5-5639-b119-a4c03fb1e350.html","https://www.smma.com/work/designing-11-learning","2981","250","1","0","2505370"
"DENNIS-YARMOUTH","MA","South Yarmouth","2020 (by)","","Yes","K-12","iPad","District has iPad-based 1:1 device program with Student iPad User Fee and Responsible Use agreements; specific launch year not documented.","https://www.dy-regional.k12.ma.us/high-school/pages/technology-help","","2982","250","1","0","2504140"
"BOYD COUNTY","KY","Ashland","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook program; specific 1:1 launch year not documented in web sources.","https://www.boyd.kyschools.us/","","2983","250","1","0","2100620"
"BELLEVUE UNION ELEMENTARY","CA","Santa Rosa","2020 (by)","","Yes","K-6","mixed","District-wide 1:1 environment with Chromebooks and iPads for California Common Core; specific launch year not documented.","https://www.busd.org/our-district/about-us","https://www.busd.org/departments/educational-services/instructional-technology-data","2984","250","1","0","0604380"
"BUTLER COUNTY","AL","Greenville","2020 (by)","","Yes (likely)","K-12","Chromebook","District presence confirmed but specific 1:1 launch year not documented in web sources.","https://www.facebook.com/butlercountyss/","","2985","250","1","0","0100510"
"WATERTOWN UNIFIED SCHOOL DISTRICT","WI","Watertown","2020","","Yes","K-12","Chromebook","Watertown Unified distributed 600 Chromebook laptop computers to families during COVID-19 (2020); specific earlier launch not documented.","https://www.wdtimes.com/news/editors_pick/article_d1c524cd-f3d9-55d2-84e2-879f57194307.html","https://www.watertown.k12.wi.us/page/student-support","2986","249","1","0","5515750"
"LEXINGTON 04","SC","Swansea","2020 (by)","","Yes (likely)","K-12","Chromebook","District presence confirmed but specific 1:1 launch year not documented in web sources.","https://www.lex4.org/","https://www.lex4.org/page/school-tools","2987","249","1","0","4502790"
"PENN-DELCO SD","PA","Aston","2020 (by)","","Yes","6-12","Chromebook","Penn-Delco's 1:1 Chromebook program for secondary students; specific launch year not documented in web sources.","https://www.pdsd.org/departments/technology-services","https://www.pdsd.org/Page/43","2988","249","1","0","4218580"
"PENDLETON SD 16","OR","Pendleton","2020 (by)","","Yes","K-12","Chromebook","District issues Chromebooks for home use with handbook from August 2020; specific earlier launch year not documented.","https://hs.pendleton.k12.or.us/wp-content/uploads/sites/12/2020/08/CHROMEBOOK-Handbook-ac.pdf","https://pendleton.k12.or.us/","2989","249","1","0","4109510"
